CENSUS-REBASE: every group surviving Moh (1)-(13) + the pinned-N knapsack
(N integral, 6 <= N <= 16, mixed form) at 48 <= D <= 120.
columns: D | m | M_2..M_s | V_s | K | (d,e) | u | per-branch (V, q, delta_1) | achievable N under (UNI) in [6,16]

---- D = 105 : 3 surviving groups ----
D=105 m=70 M=[28, 103] V_s=5 K=35 (d,e)=(2,3) u=25 | (V={2: 1, 3: 5},q=1/2,d1=7/12) | N=[6, 7, 8, 9, 10, 11, 12]
D=108 m=72 M=[12, 30, 106] V_s=4 K=36 (d,e)=(2,3) u=24 | (V={2: 1, 3: 8, 4: 4},q=10/21,d1=38/63) (V={2: 3, 3: 8, 4: 4},q=4/7,d1=11/21) (V={2: 24, 3: 8, 4: 4},q=72/119,d1=59/119) | N=[10, 12]
D=108 m=72 M=[12, 54, 106] V_s=4 K=36 (d,e)=(2,3) u=24 | (V={2: 1, 3: 8, 4: 4},q=10/21,d1=38/63) | N=[10]
D=108 m=72 M=[12, 66, 106] V_s=4 K=36 (d,e)=(2,3) u=24 | (V={2: 1, 3: 8, 4: 4},q=10/21,d1=38/63) (V={2: 2, 3: 8, 4: 4},q=104/189,d1=307/567) (V={2: 3, 3: 8, 4: 4},q=4/7,d1=11/21) (V={2: 17, 3: 8, 4: 4},q=38/63,d1=94/189) | N=[10, 12]
D=108 m=72 M=[12, 102, 106] V_s=4 K=36 (d,e)=(2,3) u=24 | (V={2: 1, 3: 5, 4: 4},q=5/13,d1=53/78) (V={2: 1, 3: 8, 4: 4},q=10/21,d1=38/63) (V={2: 3, 3: 8, 4: 4},q=4/7,d1=11/21) | N=[10, 12]
D=108 m=72 M=[12, 102, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 8, 4: 5},q=5/7,d1=17/42) (V={2: 3, 3: 8, 4: 5},q=6/7,d1=2/7) | N=[10, 15]
D=108 m=72 M=[18, 45, 106] V_s=7 K=36 (d,e)=(2,3) u=28 | (V={2: 1, 3: 14, 4: 7},q=15/23,d1=21/46) (V={2: 5, 3: 14, 4: 7},q=5/6,d1=11/36) | N=[15]
D=108 m=72 M=[18, 81, 106] V_s=7 K=36 (d,e)=(2,3) u=28 | (V={2: 1, 3: 10, 4: 7},q=9/14,d1=13/28) | N=[9]
D=108 m=72 M=[18, 99, 106] V_s=7 K=36 (d,e)=(2,3) u=28 | (V={2: 1, 3: 8, 4: 7},q=15/26,d1=27/52) (V={2: 1, 3: 14, 4: 7},q=15/23,d1=21/46) | N=[15]
D=108 m=72 M=[18, 99, 106] V_s=8 K=36 (d,e)=(2,3) u=32 | (V={2: 1, 3: 8, 4: 8},q=9/13,d1=11/26) (V={2: 1, 3: 14, 4: 8},q=18/23,d1=8/23) | N=[9]
D=108 m=72 M=[18, 106] V_s=17 K=36 (d,e)=(2,3) u=34 | (V={2: 1, 3: 17},q=6/7,d1=2/7) | N=[6, 12]
D=108 m=72 M=[24, 42, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 10, 4: 5},q=16/23,d1=29/69) | N=[16]
D=108 m=72 M=[24, 78, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 1, 4: 5},q=1/2,d1=7/12) (V={2: 1, 3: 4, 4: 5},q=2/3,d1=4/9) (V={2: 1, 3: 10, 4: 5},q=16/23,d1=29/69) | N=[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
D=108 m=72 M=[24, 88, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 1, 4: 3},q=2/7,d1=16/21) | N=[6]
D=108 m=72 M=[24, 90, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 1, 4: 5},q=2/7,d1=16/21) | N=[6, 8]
D=108 m=72 M=[24, 104, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 7, 4: 3},q=1/2,d1=7/12) (V={2: 1, 3: 8, 4: 3},q=6/11,d1=6/11) | N=[6, 7, 8, 9, 10, 11, 12, 13]
D=108 m=72 M=[40, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 3},q=12/25,d1=3/5) | N=[12]
D=108 m=72 M=[42, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 5},q=5/9,d1=29/54) | N=[10, 15]
D=108 m=72 M=[48, 52, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) | N=[9]
D=108 m=72 M=[48, 56, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) | N=[9]
D=108 m=72 M=[48, 64, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) (V={2: 2, 3: 9, 4: 3},q=7/11,d1=31/66) (V={2: 5, 3: 9, 4: 3},q=3/4,d1=3/8) | N=[9, 14, 15]
D=108 m=72 M=[48, 68, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) | N=[9]
D=108 m=72 M=[48, 76, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) | N=[9]
D=108 m=72 M=[48, 80, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) (V={2: 2, 3: 9, 4: 3},q=7/11,d1=31/66) | N=[9, 14]
D=108 m=72 M=[48, 88, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 1, 4: 3},q=3/14,d1=23/28) (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) | N=[9]
D=108 m=72 M=[48, 90, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 1, 4: 5},q=3/14,d1=23/28) (V={2: 1, 3: 3, 4: 5},q=3/7,d1=9/14) (V={2: 1, 3: 10, 4: 5},q=24/49,d1=29/49) | N=[6, 9, 12]
D=108 m=72 M=[48, 92, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) (V={2: 2, 3: 9, 4: 3},q=7/11,d1=31/66) | N=[9, 14]
D=108 m=72 M=[48, 100, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) | N=[9]
D=108 m=72 M=[48, 102, 106] V_s=4 K=36 (d,e)=(2,3) u=24 | (V={2: 1, 3: 5, 4: 4},q=1/4,d1=19/24) (V={2: 1, 3: 8, 4: 4},q=4/13,d1=29/39) | N=[6]
D=108 m=72 M=[48, 102, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 5, 4: 5},q=3/8,d1=11/16) (V={2: 1, 3: 8, 4: 5},q=6/13,d1=8/13) | N=[6, 9, 12]
D=108 m=72 M=[48, 104, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 5, 4: 3},q=1/4,d1=19/24) (V={2: 1, 3: 7, 4: 3},q=6/17,d1=12/17) (V={2: 1, 3: 9, 4: 3},q=9/22,d1=29/44) | N=[6, 9]
D=108 m=72 M=[48, 106] V_s=9 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9},q=9/22,d1=29/44) | N=[9]
D=108 m=72 M=[48, 106] V_s=11 K=36 (d,e)=(2,3) u=33 | (V={2: 1, 3: 11},q=5/9,d1=29/54) | N=[10, 15]
D=108 m=72 M=[54, 60, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 2, 3: 15, 4: 5},q=8/11,d1=13/33) (V={2: 8, 3: 15, 4: 5},q=12/13,d1=3/13) | N=[16]
D=108 m=72 M=[54, 66, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 2, 3: 15, 4: 5},q=8/11,d1=13/33) | N=[16]
D=108 m=72 M=[54, 78, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 15, 4: 5},q=9/22,d1=29/44) (V={2: 2, 3: 3, 4: 5},q=2/3,d1=4/9) (V={2: 2, 3: 15, 4: 5},q=8/11,d1=13/33) (V={2: 3, 3: 3, 4: 5},q=3/4,d1=3/8) | N=[8, 9, 12, 16]
D=108 m=72 M=[54, 84, 106] V_s=4 K=36 (d,e)=(2,3) u=24 | (V={2: 1, 3: 12, 4: 4},q=9/35,d1=11/14) (V={2: 2, 3: 12, 4: 4},q=16/35,d1=13/21) (V={2: 3, 3: 12, 4: 4},q=18/35,d1=4/7) (V={2: 17, 3: 12, 4: 4},q=3/5,d1=1/2) | N=[]
D=108 m=72 M=[54, 84, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 2, 3: 15, 4: 5},q=8/11,d1=13/33) | N=[16]
D=108 m=72 M=[54, 96, 106] V_s=4 K=36 (d,e)=(2,3) u=24 | (V={2: 1, 3: 12, 4: 4},q=9/35,d1=11/14) (V={2: 2, 3: 12, 4: 4},q=16/35,d1=13/21) (V={2: 3, 3: 5, 4: 4},q=3/7,d1=9/14) (V={2: 3, 3: 12, 4: 4},q=18/35,d1=4/7) | N=[9]
D=108 m=72 M=[54, 96, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 2, 3: 15, 4: 5},q=8/11,d1=13/33) | N=[16]
D=108 m=72 M=[54, 99, 106] V_s=6 K=36 (d,e)=(2,3) u=24 | (V={2: 1, 3: 12, 4: 6},q=9/35,d1=11/14) (V={2: 2, 3: 7, 4: 6},q=2/5,d1=2/3) (V={2: 2, 3: 12, 4: 6},q=16/35,d1=13/21) (V={2: 3, 3: 7, 4: 6},q=9/20,d1=5/8) (V={2: 3, 3: 12, 4: 6},q=18/35,d1=4/7) (V={2: 17, 3: 12, 4: 6},q=3/5,d1=1/2) | N=[8]
D=108 m=72 M=[54, 99, 106] V_s=8 K=36 (d,e)=(2,3) u=32 | (V={2: 1, 3: 12, 4: 8},q=3/7,d1=9/14) (V={2: 3, 3: 7, 4: 8},q=3/4,d1=3/8) (V={2: 3, 3: 12, 4: 8},q=6/7,d1=2/7) | N=[6, 9, 12]
D=108 m=72 M=[54, 102, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 2, 3: 15, 4: 5},q=8/11,d1=13/33) (V={2: 3, 3: 5, 4: 5},q=3/7,d1=9/14) (V={2: 3, 3: 11, 4: 5},q=3/4,d1=3/8) | N=[9, 16]
D=108 m=72 M=[54, 106] V_s=13 K=36 (d,e)=(2,3) u=26 | (V={2: 1, 3: 13},q=6/19,d1=14/19) | N=[6]
D=108 m=72 M=[54, 106] V_s=15 K=36 (d,e)=(2,3) u=30 | (V={2: 2, 3: 15},q=8/11,d1=13/33) | N=[16]
D=108 m=72 M=[54, 106] V_s=17 K=36 (d,e)=(2,3) u=34 | (V={2: 1, 3: 17},q=12/25,d1=3/5) | N=[12]
D=108 m=72 M=[56, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 3},q=6/19,d1=14/19) | N=[6]
D=108 m=72 M=[60, 78, 106] V_s=5 K=36 (d,e)=(2,3) u=30 | (V={2: 1, 3: 4, 4: 5},q=3/10,d1=3/4) (V={2: 1, 3: 10, 4: 5},q=4/13,d1=29/39) (V={2: 2, 3: 4, 4: 5},q=2/3,d1=4/9) | N=[6, 8, 9, 12, 16]
D=108 m=72 M=[60, 80, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 9, 4: 3},q=9/35,d1=11/14) (V={2: 2, 3: 9, 4: 3},q=4/7,d1=11/21) (V={2: 20, 3: 9, 4: 3},q=4/5,d1=1/3) | N=[8, 16]
D=108 m=72 M=[60, 88, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 1, 4: 3},q=1/7,d1=37/42) (V={2: 1, 3: 9, 4: 3},q=9/35,d1=11/14) (V={2: 2, 3: 9, 4: 3},q=4/7,d1=11/21) | N=[8]
D=108 m=72 M=[60, 100, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 1, 3: 4, 4: 3},q=1/5,d1=5/6) (V={2: 1, 3: 9, 4: 3},q=9/35,d1=11/14) (V={2: 2, 3: 9, 4: 3},q=4/7,d1=11/21) (V={2: 9, 3: 4, 4: 3},q=3/5,d1=1/2) (V={2: 20, 3: 9, 4: 3},q=4/5,d1=1/3) | N=[8, 16]
D=108 m=72 M=[84, 88, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 3, 3: 2, 4: 3},q=3/7,d1=9/14) | N=[9]
D=108 m=72 M=[84, 104, 106] V_s=3 K=36 (d,e)=(2,3) u=27 | (V={2: 8, 3: 7, 4: 3},q=8/13,d1=19/39) (V={2: 8, 3: 8, 4: 3},q=2/3,d1=4/9) (V={2: 21, 3: 7, 4: 3},q=9/13,d1=11/26) | N=[16]
D=108 m=81 M=[-9, 106] V_s=7 K=27 (d,e)=(3,4) u=21 | (V={2: 1, 3: 7},q=10/9,d1=19/54) | N=[10]
D=108 m=81 M=[36, 106] V_s=8 K=27 (d,e)=(3,4) u=24 | (V={2: 2, 3: 8},q=4/3,d1=2/9) | N=[8, 16]
D=108 m=90 M=[78, 106] V_s=5 K=18 (d,e)=(5,6) u=15 | (V={2: 1, 3: 5},q=1,d1=19/30) (V={2: 2, 3: 5},q=5/3,d1=7/18) | N=[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]

---- D = 112 : 29 surviving groups ----
D=112 m=32 M=[8, 36, 110] V_s=3 K=16 (d,e)=(2,7) u=12 | (V={2: 1, 3: 6, 4: 3},q=1,d1=5/14) | N=[6, 7, 8, 9, 10, 11, 12]
D=112 m=32 M=[8, 52, 110] V_s=3 K=16 (d,e)=(2,7) u=12 | (V={2: 1, 3: 6, 4: 3},q=1,d1=5/14) | N=[6, 7, 8, 9, 10, 11, 12]
D=112 m=32 M=[8, 92, 110] V_s=3 K=16 (d,e)=(2,7) u=12 | (V={2: 1, 3: 6, 4: 3},q=1,d1=5/14) | N=[6, 7, 8, 9, 10, 11, 12]
D=112 m=48 M=[72, 108, 110] V_s=3 K=16 (d,e)=(3,7) u=12 | (V={2: 1, 3: 5, 4: 3},q=7/8,d1=7/12) | N=[7]
D=112 m=48 M=[84, 110] V_s=3 K=16 (d,e)=(3,7) u=12 | (V={2: 1, 3: 3},q=7/10,d1=2/3) | N=[7]
D=112 m=48 M=[88, 110] V_s=7 K=16 (d,e)=(3,7) u=14 | (V={2: 1, 3: 7},q=7/10,d1=2/3) | N=[7]
D=112 m=64 M=[-40, 100, 110] V_s=3 K=16 (d,e)=(4,7) u=12 | (V={2: 2, 3: 1, 4: 3},q=2/3,d1=31/42) | N=[8]
D=112 m=64 M=[8, 100, 110] V_s=3 K=16 (d,e)=(4,7) u=12 | (V={2: 2, 3: 1, 4: 3},q=2/3,d1=31/42) | N=[8]
D=112 m=64 M=[56, 100, 110] V_s=3 K=16 (d,e)=(4,7) u=12 | (V={2: 2, 3: 1, 4: 3},q=2/3,d1=31/42) | N=[8]
D=112 m=64 M=[56, 110] V_s=7 K=16 (d,e)=(4,7) u=14 | (V={2: 1, 3: 7},q=7/4,d1=5/16) | N=[7, 14]
D=112 m=80 M=[88, 110] V_s=5 K=16 (d,e)=(5,7) u=10 | (V={2: 3, 3: 5},q=1,d1=23/35) | N=[6, 9]
D=112 m=80 M=[100, 110] V_s=3 K=16 (d,e)=(5,7) u=12 | (V={2: 3, 3: 3},q=5/4,d1=4/7) | N=[15]
D=112 m=84 M=[-42, 105, 110] V_s=6 K=28 (d,e)=(3,4) u=24 | (V={2: 1, 3: 9, 4: 6},q=9/7,d1=1/4) | N=[9]
D=112 m=84 M=[-42, 110] V_s=11 K=28 (d,e)=(3,4) u=22 | (V={2: 1, 3: 11},q=6/5,d1=3/10) | N=[6, 12]
D=112 m=84 M=[14, 110] V_s=13 K=28 (d,e)=(3,4) u=26 | (V={2: 1, 3: 13},q=4/3,d1=2/9) | N=[8, 12, 16]
D=112 m=84 M=[42, 105, 110] V_s=6 K=28 (d,e)=(3,4) u=24 | (V={2: 1, 3: 5, 4: 6},q=3/4,d1=9/16) (V={2: 1, 3: 8, 4: 6},q=12/13,d1=6/13) (V={2: 1, 3: 11, 4: 6},q=1,d1=5/12) (V={2: 4, 3: 11, 4: 6},q=4/3,d1=2/9) | N=[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
D=112 m=84 M=[42, 110] V_s=9 K=28 (d,e)=(3,4) u=18 | (V={2: 1, 3: 9},q=6/11,d1=15/22) | N=[6]
D=112 m=84 M=[42, 110] V_s=13 K=28 (d,e)=(3,4) u=26 | (V={2: 1, 3: 13},q=9/8,d1=11/32) | N=[9]
D=112 m=84 M=[60, 110] V_s=3 K=28 (d,e)=(3,4) u=21 | (V={2: 1, 3: 3},q=12/19,d1=12/19) | N=[12]
D=112 m=84 M=[68, 110] V_s=3 K=28 (d,e)=(3,4) u=21 | (V={2: 1, 3: 3},q=1/2,d1=17/24) | N=[6, 7, 8, 9, 10]
D=112 m=84 M=[70, 77, 110] V_s=5 K=28 (d,e)=(3,4) u=20 | (V={2: 1, 3: 1, 4: 5},q=3/8,d1=25/32) | N=[6]
D=112 m=84 M=[70, 77, 110] V_s=6 K=28 (d,e)=(3,4) u=24 | (V={2: 1, 3: 12, 4: 6},q=4/7,d1=2/3) | N=[8, 12]
D=112 m=84 M=[70, 91, 110] V_s=6 K=28 (d,e)=(3,4) u=24 | (V={2: 1, 3: 12, 4: 6},q=4/7,d1=2/3) | N=[8, 12]
D=112 m=84 M=[70, 105, 110] V_s=6 K=28 (d,e)=(3,4) u=24 | (V={2: 1, 3: 12, 4: 6},q=4/7,d1=2/3) | N=[8, 12]
D=112 m=84 M=[70, 110] V_s=12 K=28 (d,e)=(3,4) u=24 | (V={2: 1, 3: 12},q=4/7,d1=2/3) | N=[8, 12]
D=112 m=84 M=[70, 110] V_s=13 K=28 (d,e)=(3,4) u=26 | (V={2: 1, 3: 13},q=12/19,d1=12/19) | N=[12]
D=112 m=96 M=[8, 36, 110] V_s=3 K=16 (d,e)=(6,7) u=12 | (V={2: 1, 3: 6, 4: 3},q=2,d1=8/21) | N=[6, 8, 10, 12, 14, 16]
D=112 m=96 M=[8, 52, 110] V_s=3 K=16 (d,e)=(6,7) u=12 | (V={2: 1, 3: 6, 4: 3},q=2,d1=8/21) | N=[6, 8, 10, 12, 14, 16]
D=112 m=96 M=[8, 92, 110] V_s=3 K=16 (d,e)=(6,7) u=12 | (V={2: 1, 3: 6, 4: 3},q=2,d1=8/21) | N=[6, 8, 10, 12, 14, 16]

---- D = 117 : 4 surviving groups ----
D=117 m=78 M=[13, 115] V_s=8 K=39 (d,e)=(2,3) u=24 | (V={2: 3, 3: 8},q=3/7,d1=9/14) | N=[9]
D=117 m=78 M=[52, 115] V_s=10 K=39 (d,e)=(2,3) u=30 | (V={2: 1, 3: 10},q=3/7,d1=9/14) | N=[6, 9, 12]
D=117 m=78 M=[52, 115] V_s=11 K=39 (d,e)=(2,3) u=33 | (V={2: 1, 3: 11},q=1/2,d1=7/12) | N=[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
D=117 m=78 M=[91, 115] V_s=11 K=39 (d,e)=(2,3) u=33 | (V={2: 2, 3: 11},q=2/7,d1=16/21) | N=[8]

---- D = 120 : 264 surviving groups ----
D=120 m=48 M=[-12, 100, 118] V_s=3 K=24 (d,e)=(2,5) u=18 | (V={2: 1, 3: 2, 4: 3},q=5/7,d1=1/2) (V={2: 1, 3: 9, 4: 3},q=45/49,d1=5/14) | N=[10]
D=120 m=48 M=[-12, 114, 118] V_s=5 K=24 (d,e)=(2,5) u=20 | (V={2: 1, 3: 9, 4: 5},q=15/14,d1=1/4) | N=[15]
D=120 m=48 M=[-12, 118] V_s=11 K=24 (d,e)=(2,5) u=22 | (V={2: 1, 3: 11},q=5/4,d1=1/8) | N=[10, 15]
D=120 m=48 M=[12, 32, 118] V_s=3 K=24 (d,e)=(2,5) u=18 | (V={2: 1, 3: 9, 4: 3},q=7/8,d1=31/80) (V={2: 2, 3: 9, 4: 3},q=12/13,d1=23/65) | N=[7, 14]
D=120 m=48 M=[12, 44, 118] V_s=3 K=24 (d,e)=(2,5) u=18 | (V={2: 1, 3: 9, 4: 3},q=7/8,d1=31/80) | N=[7, 14]
D=120 m=48 M=[12, 52, 118] V_s=3 K=24 (d,e)=(2,5) u=18 | (V={2: 1, 3: 9, 4: 3},q=7/8,d1=31/80) (V={2: 18, 3: 9, 4: 3},q=24/25,d1=41/125) | N=[7, 14]
D=120 m=48 M=[12, 76, 118] V_s=3 K=24 (d,e)=(2,5) u=18 | (V={2: 1, 3: 9, 4: 3},q=7/8,d1=31/80) (V={2: 3, 3: 9, 4: 3},q=15/16,d1=11/32) | N=[7, 14]
D=120 m=48 M=[12, 92, 118] V_s=3 K=24 (d,e)=(2,5) u=18 | (V={2: 1, 3: 9, 4: 3},q=7/8,d1=31/80) | N=[7, 14]
D=120 m=48 M=[12, 112, 118] V_s=3 K=24 (d,e)=(2,5) u=18 | (V={2: 1, 3: 9, 4: 3},q=7/8,d1=31/80) | N=[7, 14]
D=120 m=48 M=[42, 118] V_s=5 K=24 (d,e)=(2,5) u=20 | (V={2: 1, 3: 5},q=15/16,d1=11/32) | N=[15]
D=120 m=48 M=[60, 78, 118] V_s=4 K=24 (d,e)=(2,5) u=16 | (V={2: 1, 3: 8, 4: 4},q=20/39,d1=25/39) (V={2: 3, 3: 8, 4: 4},q=2/3,d1=8/15) | N=[6, 8, 10]
