kind	key	coordinate	coefficient_exact
derivative-only	('f', 'F0', -6, 0)	p7	(-795/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p8	(-2920/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p9	(1360/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p10	(8955/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p11	(136635/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p12	(37650/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p13	(13190/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p14	(7730/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p15	(266705/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p16	(22755/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p17	(376695/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p18	(17255/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p19	(-55640/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p20	(-449905/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p21	(-2567695/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p22	(-244995/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p23	(-111690/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p24	(-3044810/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p25	(-6008605/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p26	(1909025/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p27	(3045865/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p28	(-8868615/2)*S^0|0|0
derivative-only	('f', 'F0', -6, 0)	p29	(-17484205/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 5)	p15	(-93750/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 5)	p20	(-656250/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 5)	p24	(-2625000/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 5)	p27	(-7875000/1)*S^0|0|0
derivative-only	('f', 'F0', -6, 5)	p29	(-19687500/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	constant	(-2270138500/1)*S^0+(-2386146000/1)*S^1+(-470484000/1)*S^2+(158620000/1)*S^3+(24255000/1)*S^4|0|0
derivative-only	('f', 'F0', -5, 3)	p5	(-2500/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p9	(-12500/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p14	(-37500/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p21	(875000/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p22	(875000/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p23	(875000/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p24	(9625000/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p25	(6737500/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p26	(1925000/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p28	(-7770000/1)*S^0|0|0
derivative-only	('f', 'F0', -5, 3)	p29	(-49140000/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	constant	(3058507920/1)*S^0+(2894096292/1)*S^1+(894911814/1)*S^2+(246157218/1)*S^3+(38100816/1)*S^4+(-1778328/1)*S^5|0|0
derivative-only	('f', 'F0', -4, 1)	p0	(-50/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p2	(750/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p3	(750/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p4	(6750/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p5	(4500/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p6	(1050/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p7	(1800/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p8	(11550/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p10	(-10300/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p11	(-192400/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p12	(-147150/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p13	(-47600/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p14	(-28000/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p15	(-1096200/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p16	(-439950/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p17	(-734400/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p18	(-290250/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p19	(96000/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p20	(-1255800/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p21	(1967700/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p22	(-151500/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p23	(-81750/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p24	(4677600/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p25	(6577950/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p26	(-2408750/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p27	(-483900/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p28	(17364200/1)*S^0|0|0
derivative-only	('f', 'F0', -4, 1)	p29	(57113050/1)*S^0|0|0
derivative-only	('f', 'F0', -3, 4)	constant	(1692206250/1)*S^0+(1513968750/1)*S^1+(154743750/1)*S^2+(-35700000/1)*S^3|0|0
derivative-only	('f', 'F0', -3, 4)	p12	(-15625/1)*S^0|0|0
derivative-only	('f', 'F0', -3, 4)	p18	(-93750/1)*S^0|0|0
derivative-only	('f', 'F0', -3, 4)	p23	(-328125/1)*S^0|0|0
derivative-only	('f', 'F0', -3, 4)	p27	(10500000/1)*S^0|0|0
derivative-only	('f', 'F0', -3, 4)	p28	(10500000/1)*S^0|0|0
derivative-only	('f', 'F0', -3, 4)	p29	(25593750/1)*S^0|0|0
derivative-only	('g', 'F0', -13, 4)	constant	0|(625000000/9)*S^0+(-1093750000/9)*S^1+(87890625/1)*S^2+(-273437500/9)*S^3+(39062500/9)*S^4|0
derivative-only	('g', 'F0', -13, 9)	constant	(-250000000/3)*S^0+(437500000/3)*S^1+(-105468750/1)*S^2+(109375000/3)*S^3+(-15625000/3)*S^4|0|0
derivative-only	('g', 'F0', -12, 2)	constant	(33795388897443050/1)*S^0+(84260983406557700/1)*S^1+(26528092897439900/1)*S^2+(24156100763940050/1)*S^3+(-4551203822469400/1)*S^4+(630852230066100/1)*S^5|0|0
derivative-only	('g', 'F0', -12, 2)	p33	(-375/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p38	(-1500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p42	(-3750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p50	(67500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p51	(67500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p52	(67500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p53	(675000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p54	(1012500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p55	(675000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p56	(468750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p57	(131250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p58	(8662500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p59	(5784375/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p60	(5156250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p61	(1959375/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p63	(-490875/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p64	(63525000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p65	(38362500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p66	(-13612500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p67	(17737500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p68	(-13014000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p69	(-8662500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p70	(-7161000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p71	(-2772000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p72	(59321625/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p73	(-198000000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p74	(-407046750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p75	(-123123000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p76	(-94996125/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p77	(-22932000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p78	(-1365000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p79	(-4046484750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p80	(-2404710000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p81	(-1636145250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p82	(-1412943750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p83	(-1301865000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p84	(-91728000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p85	(-46305000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p86	(26208000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p87	(-14975218125/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p88	(3772701750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p89	(-23358819375/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p90	(-5480437500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p91	(-1623395625/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p92	(-717345000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p93	(-1789317000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p94	(364455000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p95	(-82569375/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p96	(-8420212500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p97	(129806535750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p98	(-36137805750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p99	(16757077500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p100	(6971340000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p101	(401220000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p102	(-5180418000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p103	(-85050000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p104	(375387407625/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p105	(755395314000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p106	(-63632981250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p107	(45482962500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p108	(4703947500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p109	(-3310650000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p110	(-8297415000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p111	(1205084936250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p112	(2342488098750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p113	(-214585301250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p114	(148167562500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p115	(40862241000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p116	(-3442527000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p117	(3811422596625/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p118	(7188361444500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p119	(60122432250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p120	(715678078500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p121	(401372982000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p122	(20713843395000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p123	(24889431905250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p124	(3381656838750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p125	(1639082002500/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p126	(53716897906875/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p127	(40597702341000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p128	(-9692088230250/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p129	(-139226576304750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p130	(16271306196750/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 2)	p131	(156383578395000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	constant	(-2174050125000000/1)*S^0+(-3654677812500000/1)*S^1+(-2081079000000000/1)*S^2+(-334459125000000/1)*S^3|0|0
derivative-only	('g', 'F0', -12, 7)	p64	(-3125000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p72	(-28125000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p81	(-140625000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p91	(-515625000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p100	(-1546875000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p108	(-4021875000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p115	(-9384375000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p121	(-20109375000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p126	(844593750000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p127	(844593750000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p128	(844593750000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p129	(10961843750000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p130	(1671312500000/1)*S^0|0|0
derivative-only	('g', 'F0', -12, 7)	p131	(-16074987500000/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	constant	(-1002116729217751429/120)*S^0+(-65984251607081416/15)*S^1+(-128191458187957303/10)*S^2+(153582257988679043/120)*S^3+(-36369311103169687/60)*S^4+(699320998064002/1)*S^5|(658300000/9)*S^0+(-1152025000/9)*S^1+(185146875/2)*S^2+(-288006250/9)*S^3+(41143750/9)*S^4|(312500000/27)*S^0+(-546875000/27)*S^1+(29296875/2)*S^2+(-136718750/27)*S^3+(19531250/27)*S^4
derivative-only	('g', 'F0', -11, 0)	p30	(5/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p31	(-5/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p32	(20/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p33	(65/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p34	(95/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p35	(25/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p36	(345/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p37	(-85/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p39	(-275/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p40	(-1000/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p41	(-1325/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p42	(-575/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p43	(-16565/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p44	(3830/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p45	(-1250/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p46	(-490/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p47	(-67685/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p48	(33735/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p49	(70130/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p50	(9235/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p51	(33135/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p52	(1940/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p53	(164975/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p54	(350560/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p55	(725745/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p56	(84325/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p57	(86680/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p58	(946795/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p59	(-974185/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p60	(886935/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p61	(1060145/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p62	(1905265/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p63	(90545/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p64	(4847320/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p65	(-4095035/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p66	(-7780310/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p67	(1878075/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p68	(-5631465/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p69	(-474455/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p70	(63490/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p71	(97045/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p72	(1682820/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p73	(-130420925/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p74	(-89898815/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p75	(-43698300/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p76	(-51075270/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p77	(-30962435/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p78	(-826345/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p79	(-322957810/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p80	(-764649465/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p81	(-533857805/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p82	(-658330445/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p83	(-510613890/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p84	(-181400285/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p85	(-133118895/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p86	(-68846985/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p87	(-3774482885/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p88	(-3515749130/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p89	(-5090319955/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p90	(-3142798620/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p91	(-2542101570/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p92	(-2064347145/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p93	(-1341516890/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p94	(-386822555/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p95	(-265916140/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p96	(-31576839790/1)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p97	(-31091448105/2)*S^0|0|0
derivative-only	('g', 'F0', -11, 0)	p98	(-17869418880/1)*S^0|0|0
