source_index|h_power|x_power|y_power|expr
10|0|1|2|(h_0_2^4*A2_1_2*B2_1_2-6*h_0_2^3*A2_0_2*B2_1_2-2*h_0_2^3*A2_1_2*B2_0_2-h_0_2^3*A2_1_2*B2_1_1-h_0_2^3*A2_1_1*B2_1_2-4*h_0_2^2*h_0_1*A2_1_2*B2_1_2+6*h_0_2^2*A2_0_2*B2_0_2+4*h_0_2^2*A2_0_2*B2_1_1+h_0_2^2*A2_1_2*B2_0_1+h_0_2^2*A2_1_2*B2_1_0+5*h_0_2^2*A2_0_1*B2_1_2+2*h_0_2^2*A2_1_1*B2_0_2+h_0_2^2*A2_1_1*B2_1_1+h_0_2^2*A2_1_0*B2_1_2+12*h_0_2*h_0_1*A2_0_2*B2_1_2+4*h_0_2*h_0_1*A2_1_2*B2_0_2+3*h_0_2*h_0_1*A2_1_2*B2_1_1+3*h_0_2*h_0_1*A2_1_1*B2_1_2+4*h_0_2*h_0_0*A2_1_2*B2_1_2-2*h_0_2*A2_0_2*B2_0_1-2*h_0_2*A2_0_2*B2_1_0-4*h_0_2*A2_0_1*B2_0_2-3*h_0_2*A2_0_1*B2_1_1-h_0_2*A2_1_1*B2_0_1-h_0_2*A2_1_1*B2_1_0-4*h_0_2*A2_0_0*B2_1_2-2*h_0_2*A2_1_0*B2_0_2-h_0_2*A2_1_0*B2_1_1+4*h_0_2*A3_2_2*B2_0_2+2*h_0_1^2*A2_1_2*B2_1_2-4*h_0_1*A2_0_2*B2_0_2-4*h_0_1*A2_0_2*B2_1_1-h_0_1*A2_1_2*B2_0_1-2*h_0_1*A2_1_2*B2_1_0-5*h_0_1*A2_0_1*B2_1_2-2*h_0_1*A2_1_1*B2_0_2-2*h_0_1*A2_1_1*B2_1_1-2*h_0_1*A2_1_0*B2_1_2-6*h_0_0*A2_0_2*B2_1_2-2*h_0_0*A2_1_2*B2_0_2-3*h_0_0*A2_1_2*B2_1_1-3*h_0_0*A2_1_1*B2_1_2+A2_0_1*B2_0_1+A2_0_1*B2_1_0+2*A2_0_0*B2_0_2+2*A2_0_0*B2_1_1+A2_1_0*B2_0_1+3*A2_1_0*B2_1_0+2*A3_0_2*B2_1_2-2*A3_1_2*B2_0_2+A3_1_2*B2_1_1-2*A3_2_2*B2_0_1-A3_1_1*B2_1_2)
11|0|1|1|(h_0_2^3*h_0_1*A2_1_2*B2_1_2-5*h_0_2^2*h_0_1*A2_0_2*B2_1_2-2*h_0_2^2*h_0_1*A2_1_2*B2_0_2-h_0_2^2*h_0_1*A2_1_2*B2_1_1-h_0_2^2*h_0_1*A2_1_1*B2_1_2-h_0_2^2*h_0_0*A2_1_2*B2_1_2-3*h_0_2*h_0_1^2*A2_1_2*B2_1_2+4*h_0_2*h_0_1*A2_0_2*B2_0_2+3*h_0_2*h_0_1*A2_0_2*B2_1_1+h_0_2*h_0_1*A2_1_2*B2_0_1+h_0_2*h_0_1*A2_1_2*B2_1_0+4*h_0_2*h_0_1*A2_0_1*B2_1_2+2*h_0_2*h_0_1*A2_1_1*B2_0_2+h_0_2*h_0_1*A2_1_1*B2_1_1+h_0_2*h_0_1*A2_1_0*B2_1_2+4*h_0_2*h_0_0*A2_0_2*B2_1_2+2*h_0_2*h_0_0*A2_1_2*B2_0_2+h_0_2*h_0_0*A2_1_2*B2_1_1+h_0_2*h_0_0*A2_1_1*B2_1_2+2*h_0_2*A2_1_0*B2_1_0+5*h_0_1^2*A2_0_2*B2_1_2+2*h_0_1^2*A2_1_2*B2_0_2+2*h_0_1^2*A2_1_2*B2_1_1+2*h_0_1^2*A2_1_1*B2_1_2+5*h_0_1*h_0_0*A2_1_2*B2_1_2-h_0_1*A2_0_2*B2_0_1-h_0_1*A2_0_2*B2_1_0-2*h_0_1*A2_0_1*B2_0_2-2*h_0_1*A2_0_1*B2_1_1-h_0_1*A2_1_1*B2_0_1-2*h_0_1*A2_1_1*B2_1_0-3*h_0_1*A2_0_0*B2_1_2-2*h_0_1*A2_1_0*B2_0_2-2*h_0_1*A2_1_0*B2_1_1+4*h_0_1*A3_2_2*B2_0_2-2*h_0_0*A2_0_2*B2_0_2-2*h_0_0*A2_0_2*B2_1_1-h_0_0*A2_1_2*B2_0_1-3*h_0_0*A2_1_2*B2_1_0-3*h_0_0*A2_0_1*B2_1_2-2*h_0_0*A2_1_1*B2_0_2-3*h_0_0*A2_1_1*B2_1_1-3*h_0_0*A2_1_0*B2_1_2-2*A2_0_0*B2_1_0+2*A3_1_2*B2_1_0-2*A3_1_0*B2_1_2)
12|0|1|0|(h_0_2^3*h_0_0*A2_1_2*B2_1_2-5*h_0_2^2*h_0_0*A2_0_2*B2_1_2-2*h_0_2^2*h_0_0*A2_1_2*B2_0_2-h_0_2^2*h_0_0*A2_1_2*B2_1_1-h_0_2^2*h_0_0*A2_1_1*B2_1_2-3*h_0_2*h_0_1*h_0_0*A2_1_2*B2_1_2+4*h_0_2*h_0_0*A2_0_2*B2_0_2+3*h_0_2*h_0_0*A2_0_2*B2_1_1+h_0_2*h_0_0*A2_1_2*B2_0_1+h_0_2*h_0_0*A2_1_2*B2_1_0+4*h_0_2*h_0_0*A2_0_1*B2_1_2+2*h_0_2*h_0_0*A2_1_1*B2_0_2+h_0_2*h_0_0*A2_1_1*B2_1_1+h_0_2*h_0_0*A2_1_0*B2_1_2+5*h_0_1*h_0_0*A2_0_2*B2_1_2+2*h_0_1*h_0_0*A2_1_2*B2_0_2+2*h_0_1*h_0_0*A2_1_2*B2_1_1+2*h_0_1*h_0_0*A2_1_1*B2_1_2+h_0_1*A2_1_0*B2_1_0+3*h_0_0^2*A2_1_2*B2_1_2-h_0_0*A2_0_2*B2_0_1-h_0_0*A2_0_2*B2_1_0-2*h_0_0*A2_0_1*B2_0_2-2*h_0_0*A2_0_1*B2_1_1-h_0_0*A2_1_1*B2_0_1-3*h_0_0*A2_1_1*B2_1_0-3*h_0_0*A2_0_0*B2_1_2-2*h_0_0*A2_1_0*B2_0_2-3*h_0_0*A2_1_0*B2_1_1+4*h_0_0*A3_2_2*B2_0_2+A3_1_1*B2_1_0-A3_1_0*B2_1_1)
13|0|0|2|(h_0_2^4*A2_0_2*B2_1_2-2*h_0_2^3*A2_0_2*B2_0_2-h_0_2^3*A2_0_2*B2_1_1-h_0_2^3*A2_0_1*B2_1_2-4*h_0_2^2*h_0_1*A2_0_2*B2_1_2+h_0_2^2*A2_0_2*B2_0_1+h_0_2^2*A2_0_2*B2_1_0+2*h_0_2^2*A2_0_1*B2_0_2+h_0_2^2*A2_0_1*B2_1_1+h_0_2^2*A2_0_0*B2_1_2+4*h_0_2*h_0_1*A2_0_2*B2_0_2+3*h_0_2*h_0_1*A2_0_2*B2_1_1+3*h_0_2*h_0_1*A2_0_1*B2_1_2+4*h_0_2*h_0_0*A2_0_2*B2_1_2-h_0_2*A2_0_1*B2_0_1-h_0_2*A2_0_1*B2_1_0-2*h_0_2*A2_0_0*B2_0_2-h_0_2*A2_0_0*B2_1_1-2*h_0_2*A3_0_2*B2_1_2+2*h_0_2*A3_1_2*B2_0_2+2*h_0_1^2*A2_0_2*B2_1_2-h_0_1*A2_0_2*B2_0_1-2*h_0_1*A2_0_2*B2_1_0-2*h_0_1*A2_0_1*B2_0_2-2*h_0_1*A2_0_1*B2_1_1-2*h_0_1*A2_0_0*B2_1_2-2*h_0_0*A2_0_2*B2_0_2-3*h_0_0*A2_0_2*B2_1_1-3*h_0_0*A2_0_1*B2_1_2+A2_0_0*B2_0_1+3*A2_0_0*B2_1_0+2*A3_0_2*B2_1_1-A3_1_2*B2_0_1+A3_0_1*B2_1_2-2*A3_1_1*B2_0_2)
14|0|0|1|(h_0_2^3*h_0_1*A2_0_2*B2_1_2-2*h_0_2^2*h_0_1*A2_0_2*B2_0_2-h_0_2^2*h_0_1*A2_0_2*B2_1_1-h_0_2^2*h_0_1*A2_0_1*B2_1_2-h_0_2^2*h_0_0*A2_0_2*B2_1_2-3*h_0_2*h_0_1^2*A2_0_2*B2_1_2+h_0_2*h_0_1*A2_0_2*B2_0_1+h_0_2*h_0_1*A2_0_2*B2_1_0+2*h_0_2*h_0_1*A2_0_1*B2_0_2+h_0_2*h_0_1*A2_0_1*B2_1_1+h_0_2*h_0_1*A2_0_0*B2_1_2+2*h_0_2*h_0_0*A2_0_2*B2_0_2+h_0_2*h_0_0*A2_0_2*B2_1_1+h_0_2*h_0_0*A2_0_1*B2_1_2+2*h_0_2*A2_0_0*B2_1_0+2*h_0_1^2*A2_0_2*B2_0_2+2*h_0_1^2*A2_0_2*B2_1_1+2*h_0_1^2*A2_0_1*B2_1_2+5*h_0_1*h_0_0*A2_0_2*B2_1_2-h_0_1*A2_0_1*B2_0_1-2*h_0_1*A2_0_1*B2_1_0-2*h_0_1*A2_0_0*B2_0_2-2*h_0_1*A2_0_0*B2_1_1-2*h_0_1*A3_0_2*B2_1_2+2*h_0_1*A3_1_2*B2_0_2-h_0_0*A2_0_2*B2_0_1-3*h_0_0*A2_0_2*B2_1_0-2*h_0_0*A2_0_1*B2_0_2-3*h_0_0*A2_0_1*B2_1_1-3*h_0_0*A2_0_0*B2_1_2+2*A3_0_2*B2_1_0+A3_0_1*B2_1_1-A3_1_1*B2_0_1-2*A3_1_0*B2_0_2)
15|0|0|0|(h_0_2^3*h_0_0*A2_0_2*B2_1_2-2*h_0_2^2*h_0_0*A2_0_2*B2_0_2-h_0_2^2*h_0_0*A2_0_2*B2_1_1-h_0_2^2*h_0_0*A2_0_1*B2_1_2-3*h_0_2*h_0_1*h_0_0*A2_0_2*B2_1_2+h_0_2*h_0_0*A2_0_2*B2_0_1+h_0_2*h_0_0*A2_0_2*B2_1_0+2*h_0_2*h_0_0*A2_0_1*B2_0_2+h_0_2*h_0_0*A2_0_1*B2_1_1+h_0_2*h_0_0*A2_0_0*B2_1_2+2*h_0_1*h_0_0*A2_0_2*B2_0_2+2*h_0_1*h_0_0*A2_0_2*B2_1_1+2*h_0_1*h_0_0*A2_0_1*B2_1_2+h_0_1*A2_0_0*B2_1_0+3*h_0_0^2*A2_0_2*B2_1_2-h_0_0*A2_0_1*B2_0_1-3*h_0_0*A2_0_1*B2_1_0-2*h_0_0*A2_0_0*B2_0_2-3*h_0_0*A2_0_0*B2_1_1-2*h_0_0*A3_0_2*B2_1_2+2*h_0_0*A3_1_2*B2_0_2+A3_0_1*B2_1_0-A3_1_0*B2_0_1)
16|1|5|2|(6*A1_1_2*B2_1_2)
17|1|4|2|(-20*h_0_2*A1_1_2*B2_1_2+6*A1_0_2*B2_1_2+4*A1_1_2*B2_0_2+4*A1_1_2*B2_1_1)
18|1|4|1|(-6*h_0_1*A1_1_2*B2_1_2)
19|1|4|0|(-6*h_0_0*A1_1_2*B2_1_2+3*A2_1_2*B2_1_2)
20|1|3|2|(24*h_0_2^2*A1_1_2*B2_1_2-20*h_0_2*A1_0_2*B2_1_2-12*h_0_2*A1_1_2*B2_0_2-10*h_0_2*A1_1_2*B2_1_1-16*h_0_1*A1_1_2*B2_1_2+4*A1_0_2*B2_0_2+4*A1_0_2*B2_1_1+2*A1_1_2*B2_0_1+2*A1_1_2*B2_1_0+6*A1_0_1*B2_1_2-8*A3_2_2)
21|1|3|1|(14*h_0_2*h_0_1*A1_1_2*B2_1_2-6*h_0_1*A1_0_2*B2_1_2-4*h_0_1*A1_1_2*B2_0_2-4*h_0_1*A1_1_2*B2_1_1-6*h_0_0*A1_1_2*B2_1_2+3*A2_1_2*B2_1_2)
22|1|3|0|(14*h_0_2*h_0_0*A1_1_2*B2_1_2-7*h_0_2*A2_1_2*B2_1_2-6*h_0_0*A1_0_2*B2_1_2-4*h_0_0*A1_1_2*B2_0_2-4*h_0_0*A1_1_2*B2_1_1+3*A2_0_2*B2_1_2+2*A2_1_2*B2_0_2+2*A2_1_2*B2_1_1+3*A2_1_1*B2_1_2)
23|1|2|2|(-12*h_0_2^3*A1_1_2*B2_1_2+24*h_0_2^2*A1_0_2*B2_1_2+12*h_0_2^2*A1_1_2*B2_0_2+8*h_0_2^2*A1_1_2*B2_1_1+24*h_0_2*h_0_1*A1_1_2*B2_1_2-12*h_0_2*A1_0_2*B2_0_2-10*h_0_2*A1_0_2*B2_1_1-4*h_0_2*A1_1_2*B2_0_1-4*h_0_2*A1_1_2*B2_1_0-14*h_0_2*A1_0_1*B2_1_2+12*h_0_2*A3_2_2-16*h_0_1*A1_0_2*B2_1_2-8*h_0_1*A1_1_2*B2_0_2-8*h_0_1*A1_1_2*B2_1_1-12*h_0_0*A1_1_2*B2_1_2+2*A1_0_2*B2_0_1+2*A1_0_2*B2_1_0+4*A1_0_1*B2_0_2+4*A1_0_1*B2_1_1+6*A1_0_0*B2_1_2+6*A2_1_2*B2_1_2-6*A3_1_2)
24|1|2|1|(-10*h_0_2^2*h_0_1*A1_1_2*B2_1_2+14*h_0_2*h_0_1*A1_0_2*B2_1_2+8*h_0_2*h_0_1*A1_1_2*B2_0_2+6*h_0_2*h_0_1*A1_1_2*B2_1_1+8*h_0_2*h_0_0*A1_1_2*B2_1_2-4*h_0_2*A2_1_2*B2_1_2+10*h_0_1^2*A1_1_2*B2_1_2-4*h_0_1*A1_0_2*B2_0_2-4*h_0_1*A1_0_2*B2_1_1-2*h_0_1*A1_1_2*B2_0_1-2*h_0_1*A1_1_2*B2_1_0-6*h_0_1*A1_0_1*B2_1_2+8*h_0_1*A3_2_2-6*h_0_0*A1_0_2*B2_1_2-4*h_0_0*A1_1_2*B2_0_2-4*h_0_0*A1_1_2*B2_1_1+3*A2_0_2*B2_1_2+2*A2_1_2*B2_0_2+2*A2_1_2*B2_1_1+3*A2_1_1*B2_1_2)
25|1|2|0|(-10*h_0_2^2*h_0_0*A1_1_2*B2_1_2+5*h_0_2^2*A2_1_2*B2_1_2+14*h_0_2*h_0_0*A1_0_2*B2_1_2+8*h_0_2*h_0_0*A1_1_2*B2_0_2+6*h_0_2*h_0_0*A1_1_2*B2_1_1-7*h_0_2*A2_0_2*B2_1_2-4*h_0_2*A2_1_2*B2_0_2-3*h_0_2*A2_1_2*B2_1_1-4*h_0_2*A2_1_1*B2_1_2+10*h_0_1*h_0_0*A1_1_2*B2_1_2-5*h_0_1*A2_1_2*B2_1_2-4*h_0_0*A1_0_2*B2_0_2-4*h_0_0*A1_0_2*B2_1_1-2*h_0_0*A1_1_2*B2_0_1-2*h_0_0*A1_1_2*B2_1_0-6*h_0_0*A1_0_1*B2_1_2+8*h_0_0*A3_2_2+2*A2_0_2*B2_0_2+2*A2_0_2*B2_1_1+A2_1_2*B2_0_1+A2_1_2*B2_1_0+3*A2_0_1*B2_1_2+2*A2_1_1*B2_0_2+2*A2_1_1*B2_1_1+3*A2_1_0*B2_1_2-2*A3_2_2*B2_1_2)
26|1|1|2|(2*h_0_2^4*A1_1_2*B2_1_2-12*h_0_2^3*A1_0_2*B2_1_2-4*h_0_2^3*A1_1_2*B2_0_2-2*h_0_2^3*A1_1_2*B2_1_1-8*h_0_2^2*h_0_1*A1_1_2*B2_1_2+12*h_0_2^2*A1_0_2*B2_0_2+8*h_0_2^2*A1_0_2*B2_1_1+2*h_0_2^2*A1_1_2*B2_0_1+2*h_0_2^2*A1_1_2*B2_1_0+10*h_0_2^2*A1_0_1*B2_1_2-4*h_0_2^2*A3_2_2+24*h_0_2*h_0_1*A1_0_2*B2_1_2+8*h_0_2*h_0_1*A1_1_2*B2_0_2+6*h_0_2*h_0_1*A1_1_2*B2_1_1+8*h_0_2*h_0_0*A1_1_2*B2_1_2-4*h_0_2*A1_0_2*B2_0_1-4*h_0_2*A1_0_2*B2_1_0-8*h_0_2*A1_0_1*B2_0_2-6*h_0_2*A1_0_1*B2_1_1-8*h_0_2*A1_0_0*B2_1_2-4*h_0_2*A2_1_2*B2_1_2+8*h_0_2*A3_1_2+4*h_0_1^2*A1_1_2*B2_1_2-8*h_0_1*A1_0_2*B2_0_2-8*h_0_1*A1_0_2*B2_1_1-2*h_0_1*A1_1_2*B2_0_1-4*h_0_1*A1_1_2*B2_1_0-10*h_0_1*A1_0_1*B2_1_2+8*h_0_1*A3_2_2-12*h_0_0*A1_0_2*B2_1_2-4*h_0_0*A1_1_2*B2_0_2-6*h_0_0*A1_1_2*B2_1_1+2*A1_0_1*B2_0_1+2*A1_0_1*B2_1_0+4*A1_0_0*B2_0_2+4*A1_0_0*B2_1_1+8*A2_0_2*B2_1_2+4*A2_1_2*B2_1_1+2*A2_1_1*B2_1_2-4*A3_0_2-4*A3_1_1)
27|1|1|1|(2*h_0_2^3*h_0_1*A1_1_2*B2_1_2-10*h_0_2^2*h_0_1*A1_0_2*B2_1_2-4*h_0_2^2*h_0_1*A1_1_2*B2_0_2-2*h_0_2^2*h_0_1*A1_1_2*B2_1_1-2*h_0_2^2*h_0_0*A1_1_2*B2_1_2+h_0_2^2*A2_1_2*B2_1_2-6*h_0_2*h_0_1^2*A1_1_2*B2_1_2+8*h_0_2*h_0_1*A1_0_2*B2_0_2+6*h_0_2*h_0_1*A1_0_2*B2_1_1+2*h_0_2*h_0_1*A1_1_2*B2_0_1+2*h_0_2*h_0_1*A1_1_2*B2_1_0+8*h_0_2*h_0_1*A1_0_1*B2_1_2-4*h_0_2*h_0_1*A3_2_2+8*h_0_2*h_0_0*A1_0_2*B2_1_2+4*h_0_2*h_0_0*A1_1_2*B2_0_2+2*h_0_2*h_0_0*A1_1_2*B2_1_1-4*h_0_2*A2_0_2*B2_1_2-2*h_0_2*A2_1_2*B2_0_2-h_0_2*A2_1_2*B2_1_1-h_0_2*A2_1_1*B2_1_2+10*h_0_1^2*A1_0_2*B2_1_2+4*h_0_1^2*A1_1_2*B2_0_2+4*h_0_1^2*A1_1_2*B2_1_1+10*h_0_1*h_0_0*A1_1_2*B2_1_2-2*h_0_1*A1_0_2*B2_0_1-2*h_0_1*A1_0_2*B2_1_0-4*h_0_1*A1_0_1*B2_0_2-4*h_0_1*A1_0_1*B2_1_1-6*h_0_1*A1_0_0*B2_1_2-5*h_0_1*A2_1_2*B2_1_2+6*h_0_1*A3_1_2-4*h_0_0*A1_0_2*B2_0_2-4*h_0_0*A1_0_2*B2_1_1-2*h_0_0*A1_1_2*B2_0_1-6*h_0_0*A1_1_2*B2_1_0-6*h_0_0*A1_0_1*B2_1_2+12*h_0_0*A3_2_2-4*A1_0_0*B2_1_0+2*A2_0_2*B2_0_2+2*A2_0_2*B2_1_1+A2_1_2*B2_0_1+5*A2_1_2*B2_1_0+3*A2_0_1*B2_1_2+2*A2_1_1*B2_0_2+3*A2_1_1*B2_1_1+A2_1_0*B2_1_2+4*A3_1_0)
28|1|1|0|(2*h_0_2^3*h_0_0*A1_1_2*B2_1_2-h_0_2^3*A2_1_2*B2_1_2-10*h_0_2^2*h_0_0*A1_0_2*B2_1_2-4*h_0_2^2*h_0_0*A1_1_2*B2_0_2-2*h_0_2^2*h_0_0*A1_1_2*B2_1_1+5*h_0_2^2*A2_0_2*B2_1_2+2*h_0_2^2*A2_1_2*B2_0_2+h_0_2^2*A2_1_2*B2_1_1+h_0_2^2*A2_1_1*B2_1_2-6*h_0_2*h_0_1*h_0_0*A1_1_2*B2_1_2+3*h_0_2*h_0_1*A2_1_2*B2_1_2+8*h_0_2*h_0_0*A1_0_2*B2_0_2+6*h_0_2*h_0_0*A1_0_2*B2_1_1+2*h_0_2*h_0_0*A1_1_2*B2_0_1+2*h_0_2*h_0_0*A1_1_2*B2_1_0+8*h_0_2*h_0_0*A1_0_1*B2_1_2-4*h_0_2*h_0_0*A3_2_2-4*h_0_2*A2_0_2*B2_0_2-3*h_0_2*A2_0_2*B2_1_1-h_0_2*A2_1_2*B2_0_1-h_0_2*A2_1_2*B2_1_0-4*h_0_2*A2_0_1*B2_1_2-2*h_0_2*A2_1_1*B2_0_2-h_0_2*A2_1_1*B2_1_1-h_0_2*A2_1_0*B2_1_2+10*h_0_1*h_0_0*A1_0_2*B2_1_2+4*h_0_1*h_0_0*A1_1_2*B2_0_2+4*h_0_1*h_0_0*A1_1_2*B2_1_1-5*h_0_1*A2_0_2*B2_1_2-2*h_0_1*A2_1_2*B2_0_2-2*h_0_1*A2_1_2*B2_1_1-2*h_0_1*A2_1_1*B2_1_2+6*h_0_0^2*A1_1_2*B2_1_2-2*h_0_0*A1_0_2*B2_0_1-2*h_0_0*A1_0_2*B2_1_0-4*h_0_0*A1_0_1*B2_0_2-4*h_0_0*A1_0_1*B2_1_1-6*h_0_0*A1_0_0*B2_1_2-6*h_0_0*A2_1_2*B2_1_2+6*h_0_0*A3_1_2+A2_0_2*B2_0_1+A2_0_2*B2_1_0+2*A2_0_1*B2_0_2+2*A2_0_1*B2_1_1+A2_1_1*B2_0_1+4*A2_1_1*B2_1_0+3*A2_0_0*B2_1_2+2*A2_1_0*B2_0_2+2*A2_1_0*B2_1_1-4*A3_2_2*B2_0_2)
29|1|0|2|(2*h_0_2^4*A1_0_2*B2_1_2-4*h_0_2^3*A1_0_2*B2_0_2-2*h_0_2^3*A1_0_2*B2_1_1-2*h_0_2^3*A1_0_1*B2_1_2-8*h_0_2^2*h_0_1*A1_0_2*B2_1_2+2*h_0_2^2*A1_0_2*B2_0_1+2*h_0_2^2*A1_0_2*B2_1_0+4*h_0_2^2*A1_0_1*B2_0_2+2*h_0_2^2*A1_0_1*B2_1_1+2*h_0_2^2*A1_0_0*B2_1_2-2*h_0_2^2*A3_1_2+8*h_0_2*h_0_1*A1_0_2*B2_0_2+6*h_0_2*h_0_1*A1_0_2*B2_1_1+6*h_0_2*h_0_1*A1_0_1*B2_1_2+8*h_0_2*h_0_0*A1_0_2*B2_1_2-2*h_0_2*A1_0_1*B2_0_1-2*h_0_2*A1_0_1*B2_1_0-4*h_0_2*A1_0_0*B2_0_2-2*h_0_2*A1_0_0*B2_1_1-6*h_0_2*A2_0_2*B2_1_2+2*h_0_2*A2_1_2*B2_0_2+4*h_0_2*A3_0_2+2*h_0_2*A3_1_1+4*h_0_1^2*A1_0_2*B2_1_2-2*h_0_1*A1_0_2*B2_0_1-4*h_0_1*A1_0_2*B2_1_0-4*h_0_1*A1_0_1*B2_0_2-4*h_0_1*A1_0_1*B2_1_1-4*h_0_1*A1_0_0*B2_1_2+4*h_0_1*A3_1_2-4*h_0_0*A1_0_2*B2_0_2-6*h_0_0*A1_0_2*B2_1_1-6*h_0_0*A1_0_1*B2_1_2+2*A1_0_0*B2_0_1+6*A1_0_0*B2_1_0+2*A2_0_2*B2_0_2+5*A2_0_2*B2_1_1-A2_1_2*B2_0_1+4*A2_0_1*B2_1_2-2*A2_1_1*B2_0_2-2*A3_0_1-6*A3_1_0)
