source_index|h_power|x_power|y_power|expr
27|4|0|1|-3*b4*a5_1*b2_0-3*b3*a5_2*b2_0-2*b4*a4_1*b3_0+3*b4*a4_0*b3_1+3*b2*a5_2*b3_1-b4*a3_1*b4_0+4*b4*a3_0*b4_1-9*b2*a3_1*b5_1-5*b4*a7_0-5*b3*a7_1+10*b2*a7_2-10*b2*a7_3+3*a6_1*b2_0+2*a5_1*b3_0-2*a5_0*b3_1+a4_1*b4_0-3*a4_0*b4_1-4*a3_0*b5_0
28|4|0|0|-b4^2*a4_1*b3_1-3*b4^2*a3_1*b4_1-6*b4*a5_2*b2_0+2*b3*a5_2*b3_1+4*b4*a4_1*b4_1+8*b4*a3_1*b5_0-4*b3*a3_1*b5_1-10*b4*a7_1+5*b3*a7_2-5*b3*a7_3+6*a6_2*b2_0+4*a5_2*b3_0+a6_1*b3_1-a5_1*b4_1-3*a4_1*b5_0-8*a3_0*b5_1
29|5|0|1|-3*b4*a4_1*b2_0-2*b4*a3_1*b3_0+4*b4*a3_0*b3_1+6*b4*a1_0*b5_0+6*b3*a1_0*b5_1-5*b4*a6_1-5*b3*a6_2+3*a5_1*b2_0+2*a4_1*b3_0-3*a4_0*b3_1+a3_1*b4_0-4*a3_0*b4_1+5*a7_0
30|5|0|0|-2*b4^2*a3_1*b3_1+2*b4*a4_1*b3_1+6*b4*a3_1*b4_1+12*b4*a1_0*b5_1-10*b4*a6_2+6*a5_2*b2_0-2*a4_1*b4_1-4*a3_1*b5_0+10*a7_1
31|6|0|1|-3*b4*a3_1*b2_0+6*b4*a1_0*b4_1-5*b4*a5_1-5*b3*a5_2+3*a4_1*b2_0+2*a3_1*b3_0-4*a3_0*b3_1+7*b4*b5_0-6*a1_0*b5_0+7*b3*b5_1+5*a6_1
32|6|0|0|4*b4*a3_1*b3_1-10*b4*a5_2-a4_1*b3_1-3*a3_1*b4_1+14*b4*b5_1-12*a1_0*b5_1+10*a6_2
33|7|0|1|6*b4*a1_0*b3_1-5*b4*a4_1+3*a3_1*b2_0+7*b4*b4_1-6*a1_0*b4_1+5*a5_1-7*b5_0
34|7|0|0|-2*a3_1*b3_1+10*a5_2-14*b5_1
35|8|0|1|-5*b4*a3_1+7*b4*b3_1-6*a1_0*b3_1+5*a4_1-7*b4_1
36|9|0|1|5*a3_1-7*b3_1
