NB=88
10640,-1686,-6837,-11526,-3086,13523,-4876,-838,3617,-13756,-1994,4939,4206,14261,-2451,13411,5648,-13210,-13520,-15184,3859,-11543,-14073,12671,136,-10195,11195,-9746,-7071,-13937,-1642,-3253,-16007,-8495,-8567,1118,5618,10564,-4778,-14417,-10471,9014,3571,10806,14141,-6876,10525,3276,-15250,-13420,-15926,-98,-168,-15953,-4957,7121,-4165,2200,13000,9793,13312,4478,-15444,564,1882,15693,-3425,-13642,1528,6856,14737,-3868,-9909,-11925,-863,-3737,0,12230,3491,-14521,-4471,4119,-13181,-9770,3042,0,0,0,
-2865,11996,3177,-10969,3647,-15711,-13289,15548,-6796,15873,-8574,-1029,8016,-14616,-3564,-10570,-13399,5366,2377,-1654,-12334,-13233,-13018,10262,-9142,-5617,-8500,14338,15869,3033,-9706,-4443,11135,-3064,5667,-6321,-9369,10701,-6287,1313,7181,11858,-5954,4715,-6399,-9722,5561,9233,-15158,-886,-4083,-11290,4126,-11416,7339,14595,13339,12729,-1330,11957,-9306,-8399,-12990,-7869,-14362,4472,-10660,10515,-2083,-8565,-10293,1055,-8337,10333,-2735,9943,-3049,10571,14734,3800,-3265,2617,-14982,-8181,-6163,-546,0,0,
-13195,9131,7430,8041,-5641,14382,6823,4978,11682,-9557,10821,11464,11464,-15486,-12125,15177,-14851,14834,-6254,3070,-6866,6333,-1756,-10628,-7973,6122,6420,-9908,-11977,-5801,8633,850,-3001,-5414,-1710,-4102,-6768,14666,-8719,-14077,-1069,3270,-6551,-1671,-2352,6501,-11445,-959,1701,5328,3778,4196,-13905,-4977,9626,-4220,11835,12688,11165,12057,-9967,-5419,-11621,7619,-9789,-1149,-2810,13533,-2523,4025,7938,-7066,-5707,-13848,2894,-6009,-13100,-12075,2057,-5488,-4956,2182,-6907,8599,9684,-13464,417,0,
1520,4819,9380,-6944,-15292,6953,12364,12388,4188,14726,-9624,-6931,-8639,-11571,5641,-9594,-15975,-12021,5392,-7176,13090,-14599,-4202,2217,-10411,9197,-10391,3212,-14496,9165,-3212,-15439,13202,519,-155,-3524,-4028,9367,-2212,2599,13902,-7576,2934,10622,8142,2607,-11954,-3248,-13438,8818,-1824,-14822,-968,-9489,-6742,-15269,12632,7151,-15046,7712,12126,4759,1445,6159,10879,3139,-14721,10897,1112,-13712,-11023,-7734,7937,-15043,1000,13767,-13028,-4469,-8057,4234,5766,9342,-4243,-9882,-1539,-9169,-4418,-231,
-680,-13880,8473,918,-4962,-2537,12554,5709,-6833,-9940,-7553,-2125,-12555,-14824,-5774,11127,-68,-9591,-2525,-6492,-8226,7740,-1813,10573,13447,-4690,-4026,11074,-7706,-5591,-11511,3988,3988,-2281,-3674,-11753,3197,-4901,-10486,237,-5632,-643,-187,3190,-5301,-10856,3908,9028,15155,701,7983,-1126,-4776,-13904,234,15542,4398,6334,-15678,9716,-4051,-2509,2160,9426,13228,-11744,2890,9287,-12450,5824,8524,-12473,1235,-3249,8639,-8890,-15441,12684,-3105,1024,-7459,-3420,9004,-1948,-15713,-14776,15544,5898,
-4866,-5772,12377,2945,-2004,12470,12443,14885,8587,3073,-3071,-8190,-7250,14075,14838,-15405,-14548,-14287,-2068,3033,-9520,-14593,-1539,-14810,-7435,-10575,12327,7032,740,-1573,-7315,1555,10192,-1994,-6980,-8815,-8789,4404,-8105,5891,9242,-8537,9957,-13532,7436,5409,1893,1631,8455,7103,4401,-5424,1047,-2073,10918,2571,-10242,1404,1418,2310,6168,-10084,11268,-4367,8415,-4086,-6208,-691,-8761,-4288,-5131,-12979,3972,-1014,15192,-9841,15198,-5266,-13688,-14265,-5544,3424,4798,14957,1443,3306,2448,-13354,
1424,-8545,14848,-8732,-7223,459,-5090,-3218,-13367,-13806,-184,-9313,-3479,12497,13515,15380,6952,-3437,-639,-13065,54,6673,10378,8551,526,10901,15116,6013,-14832,3491,12068,-12243,-1166,-3560,-1233,4101,5560,11030,-5956,-1734,-15967,-5435,-15299,-9735,-13094,9530,-15154,-7378,10062,-4700,7368,13252,-9807,4390,645,7900,-9056,-13554,14742,-8523,-2427,14917,11415,-11017,151,-3270,-15987,15970,14265,5045,657,-10597,7103,8370,704,8283,-5416,2630,-14344,5009,6789,9455,-1599,-11514,5471,12603,0,0,
14011,-8948,13156,2989,-8591,13150,-6100,6397,-11645,9809,-7635,6510,9878,-8694,-3194,-11026,-8782,-1810,9509,10341,6880,14547,14272,-13769,-2057,3861,-5128,2320,12923,-8016,11893,9293,5906,-11758,14871,-288,5985,13258,5473,-3402,8240,12311,10851,-15556,-11414,-8117,10102,15223,-6203,-4922,4738,4760,-1955,-14857,12589,-11075,-4889,-4843,-10762,12519,4730,10327,-8905,-15663,8762,-11526,9460,-81,-12379,-1035,-678,14898,4751,-1332,10408,-9719,-5369,-14841,3237,-3884,2515,-15852,7669,11089,6536,-408,-3737,0,
4036,396,-9339,5182,-9250,15511,-13369,7187,13106,-9740,-14663,-2480,6443,-9475,5326,2904,12040,-209,-7010,-11771,12193,-2180,-6249,1299,-10809,-12739,10532,-8478,-11693,15738,2007,-1644,7335,-11791,-2180,-5516,-5494,-13639,-4502,14471,14451,8990,4492,-9577,11347,9145,14381,13094,-9951,-7945,-10069,5380,6670,-12241,-7423,-11415,-5856,-728,-7002,8344,4070,688,523,5460,-14691,-3215,14884,3536,-6746,-7517,3930,-1592,14724,-645,3642,8396,2778,-6621,8947,2796,15075,-9979,11580,7776,-11270,1792,-4977,-14792,
8031,-9160,6758,-1838,-2626,5246,6620,-1899,8403,-239,11022,-2719,-1642,12640,-10566,-13730,1463,-11939,1881,-4160,763,12231,-14483,12872,-15356,13170,7276,-10569,10763,12422,15101,-14727,-3938,-12011,15911,7166,-14764,11274,1717,-6912,5489,-15239,10094,14892,14074,15501,-1447,2593,-4605,15796,-2316,-7447,-7967,10168,9577,1367,10934,-11164,2963,12107,-13596,-6854,-8237,1157,-12623,-5564,-89,-12731,1886,895,-14654,-1504,-1046,-6444,10063,259,14431,-11070,425,12217,7817,401,14226,12305,-4559,-1396,13356,1909,
-3082,-8908,5155,4797,-8803,-10535,3603,-7902,5019,2252,-3181,-721,3670,-4586,-8580,11546,9374,-13614,-6834,15950,1914,14273,7345,80,11681,4022,-4608,1238,13053,-326,11161,-11480,-3217,-7420,-1818,4166,-14696,-14224,-6961,1042,-11279,9870,9930,-5061,10914,-14543,1341,-10419,7285,5817,-13047,-15965,4748,-12026,-1590,-9393,13809,-3846,5986,7642,9136,10213,-2958,-3693,12337,-5935,-8829,9027,8919,-8648,10035,4127,-10517,-4089,14386,2795,-9393,10441,9175,-2137,4706,-2598,8218,-12888,567,-9,6675,-2761,
3072,-5137,15286,-9143,8316,4479,-13129,12626,-10988,-9143,-1613,-5395,-8253,13434,-7224,2372,2505,7130,-14795,-3356,4155,-9512,13647,-9034,-5220,-12209,-15643,4625,-1431,-7523,-7323,-6882,-2884,13567,-1373,4008,-10473,11678,2922,-15356,13750,13803,-4003,12585,7776,4773,-15866,5901,-3022,8083,-4997,-3487,12237,-3756,4963,4834,-2519,9901,3311,-15298,-9215,13434,-5083,-5205,9474,-825,10256,-4773,4817,-8684,-5099,-6038,-11611,-6720,5106,8213,-7942,-15324,10022,-12826,12444,-282,13617,-14623,13845,-1172,-11390,-6870,
-6375,13364,13168,-2426,6449,4087,554,-4452,3089,10696,15086,-14927,1390,8910,-6807,-6475,-13619,-1475,7154,12971,13946,-8818,4357,3889,-561,4504,2948,-15207,12871,-4616,2731,232,12633,11670,-13460,1666,-14730,-6854,10104,10242,2296,-5856,-3163,10819,-5434,-15836,-13374,1065,15776,-674,-9407,6240,2147,1718,-10578,15765,-13176,-6708,2366,-7579,4370,5245,-12761,-11348,11261,3055,-4736,13732,5610,-12845,-8629,6519,-5025,4572,-11938,1246,8664,6531,14473,3112,-1115,-2379,-2676,-13468,4442,-1054,-6904,-11142,
-13640,-5858,7931,4931,11797,8547,6211,-3647,-6078,15431,-3561,12509,-6516,-950,5659,8480,-6546,8582,-6700,8244,11923,-15251,-124,-5745,-14200,2634,-10815,15211,-13760,-15061,-10024,8081,2001,-2813,-6235,-3870,14428,-7977,-4579,-3477,-14429,-10121,12363,7551,4966,13442,-7685,-3063,-8696,-6124,-10381,-6979,2341,2510,750,4775,-7715,1332,-7983,3019,-8814,13914,11321,-11824,15880,-10145,7394,4103,-10033,-4889,1164,-15710,-5171,-1205,-5845,12263,-6587,-7999,2626,-11089,-7357,4276,-4465,-6962,3823,-14826,-2439,0,
15157,-848,-5271,-14055,12019,-5955,7276,-15652,-304,12321,-8910,5079,-498,-745,6503,-8177,3736,7726,-7305,7275,8591,14798,-13395,13000,7447,6474,-7310,5859,6297,-6569,-8771,5325,9308,-5276,-488,-13600,10967,-13809,13807,9991,-10268,8357,-6553,-5984,-12424,14551,15726,-11448,7340,-6150,9864,12818,-11688,8011,-2346,9702,-4920,858,-8249,4741,-6607,-6641,7845,-6214,-3423,2176,8270,15430,5080,-6188,-5859,-9621,230,13467,12573,-5437,6199,15331,-11130,6081,15833,-679,-11506,2451,5096,-11174,-14947,12676,
-14813,15691,15398,-12533,6965,1699,14644,-8850,12109,9075,-14864,-8394,-5562,-4008,-4440,-13332,15002,-2049,-714,-9664,4957,13191,-14003,10875,-6074,13430,-11837,-12690,9309,10933,-10977,12789,7995,8560,-13899,-7341,14291,12752,5969,15129,10055,-14038,-7369,-13191,9526,-14275,3795,-14700,-13195,-14435,570,1174,-1608,-6418,1838,11858,694,-7786,-14163,-10661,4474,12052,1709,-6084,10518,2596,-4384,5398,-12691,-7646,12754,-5204,4870,5687,185,-13689,9670,-7659,1440,6163,1411,-12130,-3142,8424,-1637,5771,14569,1405,
9163,-6967,5512,-10342,9839,8114,-9558,-4806,6901,5022,3791,12190,-8173,9790,-736,13901,-7541,-13912,-12002,-23,-9809,-12963,9980,15455,9079,-14366,-942,11930,-1604,1249,-519,14714,-14523,-15325,6550,-13773,6160,1485,-3239,-14277,-32,3117,5015,-13874,6158,-7645,14950,-15605,-1782,-3942,3356,13125,-9520,9754,-8796,-14289,-1424,6352,-11519,-5753,9406,-7651,-13871,15812,-14332,-13849,3665,-15304,-7484,-5144,11644,-2574,1252,5124,-13560,-5824,-9274,3705,-9004,-15186,-1550,8824,-11302,5656,-1895,-6011,-99,3568,
-9752,-643,9924,-7866,-7469,9975,7562,-7657,-4678,-15290,8098,8588,10087,8934,-8937,15793,2838,-11826,-4269,11777,6822,-11875,3761,7405,15422,-15185,3446,15463,1246,1660,-7143,-5522,2544,3179,2518,6434,5407,12085,-12034,952,-6428,-15070,-7233,5937,6432,-9642,-6790,-5566,-8140,-3754,9202,10852,-5963,-15534,4633,-1909,155,-1022,11986,9311,-15677,-7866,11078,10371,5878,6389,-13127,-5198,606,-5322,2625,6181,14430,-6230,7378,-8667,-11674,-1102,-6601,-2867,-10157,13892,-13435,10288,2187,14580,12497,5977,
15454,-15918,-7379,13371,15652,-2733,-851,2726,13308,-9917,9427,15150,3154,-13179,6861,3425,12597,6721,11844,-14403,15732,14405,2975,5930,-13899,-1120,8193,4559,10286,-1781,15389,11700,-4739,-9837,-8245,-7260,13635,13708,-14528,13598,-7565,-5854,13472,-6081,-13160,309,-4436,-13277,14982,4709,6345,12407,-3038,-7185,14398,-5778,-664,-6448,12735,7783,10998,-10999,-3812,4016,465,-15637,-15916,-14603,-5030,-3177,15507,-8556,-2087,15564,10984,13225,12791,-10156,14783,-12811,-5912,-6816,-8483,13092,2181,-8445,12196,8464,
-1758,-15790,4098,6095,-4121,1753,8785,-3026,-14211,15991,-761,-14921,-4072,-6094,-4287,8364,9025,7326,-10689,9288,5668,-3846,-11671,767,5898,-3774,-9568,-9394,-5800,913,5120,-8894,4014,-2951,-15092,-10040,-15743,-15554,10481,-3183,15911,-15520,-6405,-14553,-7316,-3064,-2870,-7390,15861,8119,-13691,-12834,-15166,-310,-14698,14512,12042,-1412,-2818,-11467,15932,13139,13505,16012,4995,-2923,-3333,15935,-25,7361,-3725,5916,-6298,6086,6114,4256,706,-10034,-12851,11056,5504,1111,2260,14759,-9466,3346,-3387,-3043,
-3647,333,13856,51,-12584,10039,-11190,10972,-13450,-10876,-15104,-1634,13520,-7670,-2025,1949,9089,-12988,-2229,2113,1941,-1605,-94,19,2744,-6419,7158,8557,7937,12877,15686,-9216,8477,-9395,-15849,-13747,2536,13334,-15390,-8931,7287,-5895,-9051,13205,-12093,-3399,15729,-13843,-15971,-4357,13830,-7547,141,14530,1696,-6079,-4911,12539,-7265,2673,-6247,-5811,7036,-8953,3064,8579,-5674,13101,-4988,8968,6022,8285,312,-10456,11856,-8267,-314,-10374,14214,6992,-5752,8582,-15517,9004,-5310,14528,2167,2502,
2895,-9741,-11795,-1500,-15245,-2671,9772,-7679,9111,-14457,6254,15886,-14055,-14349,-9744,12392,5711,5218,-2958,-12935,-7901,-10277,10862,-10147,-8183,-14054,4411,-8204,-15510,-2798,13702,14196,10616,5181,5939,1456,-3833,6542,2472,14514,9368,-14603,-5022,-10626,-4847,-1587,-7904,-11360,5322,-11655,15510,-13227,7588,-6141,-4886,3138,7129,-106,-7511,-6130,3747,2919,13177,9720,4389,4263,-16010,4096,4379,-10486,15145,-9874,-12745,1301,12307,-12597,-2008,920,7237,-3843,-13332,15339,-7296,10250,803,-166,6193,4197,
-11253,-14494,-7924,4606,13673,-14958,5121,4996,11562,-14670,-15283,1068,7080,7278,-5690,5632,4365,-9749,3005,11403,1425,4768,-4987,982,-1588,-6070,3276,-4334,-7332,7670,2339,9729,14966,-268,6600,-15721,3440,-21,-3650,1509,15335,3441,-14243,798,4741,11690,-8770,9410,-15632,5105,-13501,12700,12809,-11180,3950,7336,5922,7906,7739,-14797,422,-13185,6753,1104,93,-3441,-5830,5441,-9206,11923,15391,-12376,-14460,11905,-12278,-7085,-7472,13212,9967,10475,7126,4338,-4381,11080,3699,13546,-138,8467,
-5322,10687,11506,6611,-4277,-1734,-11886,-2379,-8755,9477,8032,13803,-3124,15341,10586,4817,-5495,-3704,2708,1616,-10535,-10802,11685,10173,7311,7275,8055,10541,11670,-11158,8020,-10226,-968,-15063,2540,-1707,12812,3168,8861,-14657,-4554,-14559,-15049,1752,15726,-11493,10231,-14051,8057,-9222,-10642,-13832,6380,3449,10824,12857,5492,7735,-10769,9919,12629,-14465,-504,-12927,5594,3798,3060,-2250,11393,2023,2341,-9935,9542,10298,-13128,7910,1075,-15549,10611,3007,-7320,5150,-1284,8577,11565,-15261,5858,11427,
11890,6644,-4044,5454,724,-12016,-1625,-15050,-4235,-15587,-14981,2162,-9038,-2721,10277,4487,2678,-40,-2597,-8630,8046,-2045,-5967,-5506,1935,-178,-10111,-8781,6528,4818,-10845,14300,10963,765,-10523,9902,2912,4130,12362,14949,1977,4311,-1029,6512,527,11965,4872,-15863,-5143,-8946,1622,12766,-2916,11881,-12533,-11156,14764,-9509,-2959,-1884,-11187,-8370,-8612,-13170,13763,-12208,-11311,5382,4169,-12292,9729,-837,-7828,11883,3542,15200,14924,5885,-12563,13937,4651,-4720,-1663,-13113,13830,-318,9818,2643,
-7535,-2436,-10239,-1594,-8136,14554,-5323,6934,13381,-5521,-5227,-13172,8984,-10523,-1966,11594,10219,-13008,-1117,-4554,-13840,-5366,-14042,-8099,-9460,-14920,139,-14597,-13572,-955,9240,-13755,-7326,244,-14871,6421,4179,-6257,196,3963,-2491,-14942,8799,-12330,-772,8546,-7365,4762,3023,7246,7353,732,15295,-7564,-12151,12353,-11481,-8857,-2917,-4970,-6093,-9910,10717,-7418,-6989,14856,-4434,-9510,-367,-7699,15752,1267,9756,-11345,10914,13993,-5213,-1698,-2623,-6620,-4330,-3622,-13570,-10505,-4640,11843,3848,-6258,
