file	bytes	sha256	end	status	url	error
sources/palomar-14R15.json	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2026-09-08T22:12:51.748500+00:00	None	https://data.palomar-registry.org/subjects/msc/14R15.json	SSLError: [SSL] malloc failure (_ssl.c:3026)
sources/palomar-math-AG.json	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2026-09-08T22:12:51.769238+00:00	None	https://data.palomar-registry.org/subjects/arxiv/math.AG.json	SSLError: [SSL] malloc failure (_ssl.c:3026)
sources/bsky-keller.json	2334	8609fbf6d25103698c09480062dd212a9f8e8acbc3d320f599bd871cef1a7048	2026-09-08T22:15:55.585470+00:00	403	https://public.api.bsky.app/xrpc/app.bsky.feed.searchPosts?q=Keller%20map&sort=latest&since=2026-09-03T10:17:00Z&limit=100	None
sources/x-octonion.html	230026	dc72f4f8d1e02300abc2da0327414628b7fefeab18717e366d6c93e0fcdfac83	2026-09-08T22:15:56.049410+00:00	200	https://x.com/octonion	None
sources/tao-rss.xml	21299	38443c82091f028445e7947895f60d36d2537a13a2667eaff291b5168c280d7c	2026-09-08T22:15:55.704435+00:00	200	https://terrytao.wordpress.com/comments/feed/	None
sources/palomar-llms.txt	2247	fa1123445050c7d05dd544bebdb2754378cffcda45c09b6ff4d48bacbd353382	2026-09-08T22:15:55.633004+00:00	200	https://palomar-registry.org/llms.txt	None
sources/palarch-repos.json	722656	2d942c43563d310d05de4ec0480c4ce9027a0dfc7b9bc4944df94670a472c88a	2026-09-08T22:15:56.715469+00:00	200	https://api.github.com/orgs/PalomarArchive/repos?per_page=100&sort=updated	None
sources/evidence-hc4.html	61431	0f35f19b319c038d2388663a92db2b0925692492f12315e79f2113f7910e8b87	2026-09-08T22:15:55.698709+00:00	200	https://www.evidencepress.org/releases/hc4-five-support-structural-reductions/	None
sources/tao-primary.html	551252	e0bbd47254eab90c07e3b8a1d34bf3f19dd13701233deafeeb006f83913eecfd	2026-09-08T22:15:55.579470+00:00	200	https://terrytao.wordpress.com/2026/07/21/a-digestion-of-the-jacobian-conjecture-counterexample/	None
sources/gao-abs.html	41040	44396114bcd35cc640c214707b71e67ca9f6dc20a89e5ccce982af2a501464db	2026-09-08T22:15:55.583690+00:00	200	https://arxiv.org/abs/2608.00222	None
sources/gao-primary.html	1144221	d7f678ae82cfc3c9a398267dc2a0537c831dd1458098abbdc868f3b62311077e	2026-09-08T22:15:55.568873+00:00	200	https://arxiv.org/html/2608.00222v1	None
sources/gao-primary.pdf	396446	483208235e32ae69aaf83832916451707c78aa5a4410486c860950bd3eb6860f	2026-09-08T22:15:55.608727+00:00	200	https://arxiv.org/pdf/2608.00222v1	None
sources/shaska-primary.html	1269959	48f7d13769378bc5e8972b95c08babe327541d43287978e631a06a123b70a76e	2026-09-08T22:15:55.591545+00:00	200	https://arxiv.org/html/2607.20210v2	None
sources/furter-head.json	3924	28d798bff0892dffa5b79b82953b52d91c64600669c565eba32decfdd0b692e4	2026-09-08T22:15:55.776716+00:00	200	https://api.github.com/repos/blueberryvertigo/polynomial-composition-rigidity/commits?per_page=1	None
sources/strinz75-head.json	3308	25ea184c8dc37cec934653636df8dfdfda6396ad669f8b61f721676c286e736d	2026-09-08T22:15:55.808971+00:00	200	https://api.github.com/repos/wstrinz/plane-jacobian-75-125/commits?per_page=1	None
sources/strinz75-branches.json	211	88dbbc42af909cd630f2aaf1a4638a0c599c7ee58d5d381fb1e6af8b148c83f9	2026-09-08T22:15:55.716219+00:00	200	https://api.github.com/repos/wstrinz/plane-jacobian-75-125/branches?per_page=100	None
sources/gh-issues.json	6386	39fe967f9dda6c9bb1985c122778cb7fb23a0ec862105293aba1fc8e4f1ab848	2026-09-08T22:15:55.811900+00:00	200	https://api.github.com/search/issues?q=%22Jacobian+conjecture%22+updated:%3E2026-09-07&sort=updated&per_page=100	None
sources/zenodo-created.json	19952	c8f1ed8b0432e72878a80b833bd9476401113d73c96d77d47cfd96ba17738ddb	2026-09-08T22:15:56.121962+00:00	200	https://zenodo.org/api/records?q=%28%22Jacobian+conjecture%22%29+AND+%28created%3A%5B2026-09-07+TO+2026-09-08%5D%29&size=25&sort=mostrecent	None
sources/zenodo-updated.json	19952	155d336aa9e4e77d08fcd7767b65def5e66df19adf7d8ab53c7d316532bb47b7	2026-09-08T22:15:56.140502+00:00	200	https://zenodo.org/api/records?q=%28%22Jacobian+conjecture%22%29+AND+%28updated%3A%5B2026-09-07+TO+2026-09-08%5D%29&size=25&sort=mostrecent	None
sources/zenodo-plane-updated.json	514	13a4b27f5ce56884af577cbdbc0ee85e7b8f453327eb5df161360ef0513068f0	2026-09-08T22:15:56.061500+00:00	200	https://zenodo.org/api/records?q=%28%22plane+Jacobian%22+OR+%22Keller+map%22%29+AND+%28updated%3A%5B2026-09-07+TO+2026-09-08%5D%29&size=25&sort=mostrecent	None
sources/author-Orevkov.xml	14223	c364c23a0fa1b47985776e31d4f4096ca3b3992b9bfe420d2f0a63420ddc0a59	2026-09-08T22:15:55.779050+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Orevkov%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Guccione.xml	17678	dbb3ee109b2a82a0c663b538f2965dafc6b1890e6e628638182d4e1ac5ce950a	2026-09-08T22:15:55.761474+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Guccione%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Valqui.xml	13559	b5eaf869e1f9efa62fb3156ef7b846c7b7cfd0fbde3a97ad2dcfd248dcc1e8be	2026-09-08T22:15:55.720018+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Valqui%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Horruitiner.xml	5537	3aea299b4deaecd6dc7bcf1647d1098aa87e019f6892beed3ee2e22ccaed7351	2026-09-08T22:15:55.759351+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Horruitiner%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Pissolato.xml	3576	8f4a5d582a6211aacee8a29d4f44190b539cc9d80d52c6e80083684881323860	2026-09-08T22:15:55.748505+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Pissolato%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Shaska.xml	21851	a4d1c4d0e26f15322c603e0a9ebef4e65fc6e770ecab4aaacea090e3e6798288	2026-09-08T22:15:55.836153+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Shaska%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Migus.xml	20244	0b2665b08260a717e70326bb3a6425c15a84e23b4a90daea6057178aca66090c	2026-09-08T22:15:55.739190+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Migus%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Jelonek.xml	15019	284c656e3ad2160e425845c3153af8e8d70bc8174084c5647d55d6f7872f4d79	2026-09-08T22:15:55.755175+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Jelonek%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Xavier.xml	48436	43ecb944bf54fcc914dc6dbcdf3ae5df1247b319804b9d6561575457eed3429e	2026-09-08T22:15:55.766007+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Xavier%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Gao.xml	112866	31db2a74c67588c0add2f2268add11eb6dae28f8bbfc6ba741b5a1e4dcdefd59	2026-09-08T22:15:55.880093+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Gao%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Meng.xml	94986	421ec9e5bee4168470764b78a90aa83a7298248c499793e95c990b9c2a44d759	2026-09-08T22:15:55.744268+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Meng%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Charbonnel.xml	28814	f460718066f4f1f787f37e8aa25d079c70fc7fada4d1c285a7559401d4348ca4	2026-09-08T22:15:55.781423+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Charbonnel%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Kowalczyk.xml	431333	0bdbd69bbe6f3f1505ee44b995966d413979ca8e9ed39ecdc52f2bc6a60250d4	2026-09-08T22:15:55.859506+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Kowalczyk%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Alpoge.xml	20176	9c4105d3e9e10f797cb18991fbf264464a246e7595b1d3e8b0c143011b9187a5	2026-09-08T22:15:55.764236+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Alpoge%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Ni.xml	40329	a7bd56dba01471a37db80fdcd97036dcadd57b9b0bd0ccd4e22c0dae1d4a9fbb	2026-09-08T22:15:55.720595+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Ni%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-van-Dobben.xml	20334	43b995fbdd8cc98616a98c6093200c3b14bcfc19e9a9989a4c565ebbb98b8b52	2026-09-08T22:15:55.740810+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22van+Dobben%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-van-den-Essen.xml	14238	0ab22346a1b44e9204108186c86affa5afe4da3afd1dc55c18f5d0497975276f	2026-09-08T22:15:55.839902+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22van+den+Essen%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-de-Bondt.xml	14398	fab3a39e7dc207c664f3f76b36f46ff3195962d8f1026da24e3f0c3b80902062	2026-09-08T22:15:55.788800+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22de+Bondt%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Zhao.xml	27146	023b1cfc1a46d0a24df5e42a14ca7fdc498a6f3d8f35d11447b223dff2e7b5e0	2026-09-08T22:15:55.634242+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Zhao%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/author-Truong.xml	24796	c1508a91d3c25ae611049d7950b7a66b1d923162e634f1e285a235e836ff8bfa	2026-09-08T22:15:55.649204+00:00	200	https://export.arxiv.org/api/query?search_query=au%3A%22Truong%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10	None
sources/zhang-consequences.html	9867	8cb11c875ade239a609189fd317dc58ea328e4710072611daf20806fea47f1d9	2026-09-08T22:24:26.735468+00:00	200	https://zzhang-iu.github.io/papers/direct-consequences-jacobian/index.html	None
sources/mathieu-publisher.html	832803	f7e194c611b0778d62fbff6d718fe6e192b735903dc43038a416cc39d44c7b12	2026-09-08T22:24:26.757615+00:00	403	https://www.sciencedirect.com/science/article/pii/S0723086926000137	None
sources/supermind-primary.html	12470	0d964711f04e8e1995817255c00bac1dd2955f593f0f9bfb15b507a7ace9b649	2026-09-08T22:24:26.939780+00:00	200	https://supermindai.github.io/Jacobian-Conjecture/	None
sources/helali-head.json	1517	afc9e64275a901048ad2bab42331c8633484e19accc4d6b6e7925fda476e8040	2026-09-08T22:24:26.958594+00:00	200	https://api.github.com/repos/Kakarottoooo/jacobian-2d-research/commits?per_page=1	None
sources/helali-release.md	4661	5141152cfb56487504bd2ded747c001933d1faf309a2d2477f2a71b01d7b8b97	2026-09-08T22:24:26.792030+00:00	200	https://raw.githubusercontent.com/Kakarottoooo/jacobian-2d-research/main/PUBLIC_RELEASE_NOTES.md	None
sources/roy-current-math-status.json	3750423	780275a4ad86a7cc8bb697a72e1eb46148dbab1468e71a0e05a347a981436dae	2026-09-08T22:20:14.246274+00:00	200	https://raw.githubusercontent.com/royvanrijn/jacobian-research/c50e0069cc38206c8dfce85aae2a3d8db03ff54d/research/MATH_STATUS.json	None
sources/roy-current-research-readme.md	3005	7c58a13417169a129e1b76d0c73de437273022b0ba06f2a9f9546dfa861a5119	2026-09-08T22:20:13.649218+00:00	200	https://raw.githubusercontent.com/royvanrijn/jacobian-research/c50e0069cc38206c8dfce85aae2a3d8db03ff54d/research/README.md	None
sources/roy-plane-tree.json	114950	ebcb0e5602480073fd3c6f0874e857d608adf30d53ca3fc7f6cfae02ad51032a	2026-09-08T22:20:13.610214+00:00	200	https://api.github.com/repos/royvanrijn/jacobian-research/contents/research/plane-jc?ref=c50e0069cc38206c8dfce85aae2a3d8db03ff54d	None
sources/ipitchford-repos.json	472158	2990c7abf04223cc3ab6c34146049990cdd125ffef21a7601ea698c280e670c7	2026-09-08T22:20:14.750981+00:00	200	https://api.github.com/users/ipitchford/repos?per_page=100&sort=updated	None
sources/nasqret-head.json	3348	f318b3701eef153ada17028ae9941fe8e88c90b6f1572a4c93a188540ace3fff	2026-09-08T22:20:13.660616+00:00	200	https://api.github.com/repos/nasqret/jacobian-counterexample/commits?per_page=1	None
sources/alok-head.json	3167	b755e6d5ae19bb223582eec72486891b6310ea0df6d3c6568e1ff9da60182ba0	2026-09-08T22:20:13.678448+00:00	200	https://api.github.com/repos/alok/jacobian-two/commits?per_page=1	None
sources/arxiv-plane-browser.html	224472	1ec6b8d267ca4a43df0b2b7d6a6d9dfbe157cc928efa39a9a8e7f7839d4df4cf	2026-09-08T22:20:14.015441+00:00	200	https://arxiv.org/search/?query=Jacobian+conjecture&searchtype=all&abstracts=show&order=-announced_date_first&size=50	None
sources/zulip-palomar-public.json	108	d294481a810578d332726043f5a1ea21c41f54db37b0ebc28eb7bba6562c523f	2026-09-08T22:20:13.549627+00:00	401	https://leanprover.zulipchat.com/json/messages?anchor=newest&num_before=100&num_after=0&narrow=%5B%7B%22operator%22:%22channels%22,%22operand%22:%22web-public%22%7D,%7B%22operator%22:%22channel%22,%22operand%22:621638%7D,%7B%22operator%22:%22after%22,%22operand%22:%222026-09-03%22%7D%5D	None
sources/tao-palomar-feed.xml	21823	4896d8a4cfdda6d16f047534d7cffa8abf13bd668863222d1cffa647bde996df	2026-09-08T22:20:13.711370+00:00	200	https://terrytao.wordpress.com/2026/08/18/palomar-a-registry-of-lean-verified-mathematics/feed/	None
sources/duan-meta.json	7859	20b7f36ff19eb245c8d0c20dbbe9ef534df7b51a442cdd3a7a3cab918d363395	2026-09-08T22:17:37.467524+00:00	200	https://api.github.com/repos/YucongDuan/Plane-Jacobian-Conjecture-DIKWP-MESH-8.0-Bilingual-Proof-Package	None
sources/duan-head.json	3768	88a0444de211ebcb90f9514400a383a28fc4b6582482ee89e28fbcc5f882dc04	2026-09-08T22:17:37.552552+00:00	200	https://api.github.com/repos/YucongDuan/Plane-Jacobian-Conjecture-DIKWP-MESH-8.0-Bilingual-Proof-Package/commits?per_page=1	None
sources/duan-readme.md	3328	9f6dda431b3a598afb4911ed449564f548fd9e02ce3b7e502c284b3648b922e1	2026-09-08T22:17:37.383752+00:00	200	https://raw.githubusercontent.com/YucongDuan/Plane-Jacobian-Conjecture-DIKWP-MESH-8.0-Bilingual-Proof-Package/main/README.md	None
sources/duan-tree.json	1116	a0e777e77be9523df84b8f8a9a16284bf8948b8391f5bc37812b09ff4079b224	2026-09-08T22:17:37.470545+00:00	200	https://api.github.com/repos/YucongDuan/Plane-Jacobian-Conjecture-DIKWP-MESH-8.0-Bilingual-Proof-Package/git/trees/main?recursive=1	None
sources/roy-compare.json	896712	57d35750cfac0924b047857f7324fe4212af89b2f270161d2ef8a650c3ab87cc	2026-09-08T22:17:42.158116+00:00	200	https://api.github.com/repos/royvanrijn/jacobian-research/compare/a293bd94849d1131eae971c6c274323f02f14fc4...c50e0069cc38206c8dfce85aae2a3d8db03ff54d	None
sources/roy-tree.json	5242881	08bc229cde3890871f4818bcba996994ed862e3e1c0d13643518e2bea1494b8a	2026-09-08T22:17:39.649972+00:00	200	https://api.github.com/repos/royvanrijn/jacobian-research/git/trees/c50e0069cc38206c8dfce85aae2a3d8db03ff54d?recursive=1	RuntimeError: response cap5MiB
sources/vibe-wiki-readme.md	1319	60eb9985a2204438b61aa7f71c739c4d0e40fd0b9831e6f5991d6542b0eaf5a6	2026-09-08T22:17:37.399851+00:00	200	https://raw.githubusercontent.com/vibemathing/problem-wikipedia-895612f0d138d0d8/main/README.md	None
sources/vibe-wiki-head.json	4645	f1b2607da11dc2ea0951a5307410f52a60f992559b6356d8ec8f1263d6ff6ca6	2026-09-08T22:17:37.521196+00:00	200	https://api.github.com/repos/vibemathing/problem-wikipedia-895612f0d138d0d8/commits?per_page=1	None
sources/vibe-wiki-tree.json	86104	2a5f6cf20893382a1a8e8fbc9300af05a3163d34bd9c425c29331f84e374a1b7	2026-09-08T22:17:37.476112+00:00	200	https://api.github.com/repos/vibemathing/problem-wikipedia-895612f0d138d0d8/git/trees/main?recursive=1	None
sources/arxiv-plane-recovered.xml	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2026-09-08T22:17:37.348275+00:00	429	https://export.arxiv.org/api/query?search_query=all:%22plane%20Jacobian%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=30	None
sources/poisson-abs.html	41407	7aa1ca19b1f6929e5de14e75a59fdfb3efe0542b55d001ccf20448bad961065e	2026-09-08T22:22:02.744266+00:00	200	https://arxiv.org/abs/2608.23777	None
sources/poisson-primary.html	385848	a1408d177e60b81c09d095fbdf9b28b9a7a015c392f7cb6f2cc8191bae41d8e7	2026-09-08T22:22:02.743776+00:00	200	https://arxiv.org/html/2608.23777v1	None
sources/poisson-primary.pdf	398170	5dd5861194bfea9130cddc10919510b060dab663f3a00222e57014125db5051a	2026-09-08T22:22:02.742878+00:00	200	https://arxiv.org/pdf/2608.23777v1	None
sources/ipitch-hc4-head.json	1634	8c9810dd96dad99ee16c11ef2600f5c55909fdb322447a12eaa094f0a28f452f	2026-09-08T22:22:02.914041+00:00	200	https://api.github.com/repos/ipitchford/hc4-five-support-structural-reductions/commits?per_page=1	None
sources/roy-old-plane-tree.json	110000	a128db6582f995b3da238d2152853224c7bcf4c98b7054dc08ed354025965e3f	2026-09-08T22:22:02.816504+00:00	200	https://api.github.com/repos/royvanrijn/jacobian-research/contents/plane-jc?ref=a293bd94849d1131eae971c6c274323f02f14fc4	None
sources/arxiv-september-AG.html	8235	ca222574bad970f8cde0eaf9851fa1553b9e01c48f3705728212d1119b00c581	2026-09-08T22:22:02.858627+00:00	404	https://arxiv.org/list/math.AG/2609?show=2000	None
sources/arxiv-september-AC.html	8235	ca222574bad970f8cde0eaf9851fa1553b9e01c48f3705728212d1119b00c581	2026-09-08T22:22:02.834813+00:00	404	https://arxiv.org/list/math.AC/2609?show=2000	None
sources/arxiv-september-CV.html	8235	ca222574bad970f8cde0eaf9851fa1553b9e01c48f3705728212d1119b00c581	2026-09-08T22:22:02.811190+00:00	404	https://arxiv.org/list/math.CV/2609?show=2000	None
sources/duan-package.zip	1321963	7f4953703175eba174c4e5a3b3ec4f4994f7f737c5b6c6ccfa650c783bfde9e6	2026-09-08T22:18:49.178184+00:00	200	https://raw.githubusercontent.com/YucongDuan/Plane-Jacobian-Conjecture-DIKWP-MESH-8.0-Bilingual-Proof-Package/afc5fc5a4a6d8b214fcca2f9e1efc98d6637ae17/Duan_Plane_Jacobian_MESH80_Bilingual_Proof_Package.zip	None
sources/roy-current-readme.md	41664	e9a41810bec8ca46f65c2f79e9580c92d8cc32f90d53c4a3fa2878bc3c340645	2026-09-08T22:18:49.176224+00:00	200	https://raw.githubusercontent.com/royvanrijn/jacobian-research/c50e0069cc38206c8dfce85aae2a3d8db03ff54d/README.md	None
sources/alpo-original.html	192484	52107220c04ffc7253d05492d784a5d0953064425df50df27077918ec61a9057	2026-09-08T22:18:49.990236+00:00	200	https://x.com/AlpogeLevent/status/2079028340955197566	None
sources/arxiv-ag-rss.xml	900	bd1155339d399b978387f5b42928a40f6f71a59c6e953e467d177baa44539c75	2026-09-08T22:18:49.053730+00:00	200	https://rss.arxiv.org/rss/math.AG	None
sources/arxiv-ac-rss.xml	900	1dd774ea216575cf82969d027827f98ae33afd10d8849a2f825806af7dffeea9	2026-09-08T22:18:49.052772+00:00	200	https://rss.arxiv.org/rss/math.AC	None
sources/arxiv-cv-rss.xml	900	fbb6a509caaeca90572a528a79f63f89a776210d9a8302cad9730d9b1e6c0830	2026-09-08T22:18:49.067843+00:00	200	https://rss.arxiv.org/rss/math.CV	None
sources/relative-rank-direct.json	7613	8672de1c7169abdd8c1ca3f9ebc80422590d269d450493b340c8f27390e35aaa	2026-09-08T22:18:49.649049+00:00	200	https://zenodo.org/api/records/22168498	None
sources/atwell-direct.json	7635	54381a240b9f0a5b1d39ab30855d17d371d2980bd28462a25e01af294a44ad52	2026-09-08T22:18:49.833639+00:00	200	https://zenodo.org/api/records/22551146	None
sources/ipitchford-head.json	118	60e109409399f69781ddd25f5a6aca961ec3d28a6ec90693d197f0686aaf6a6b	2026-09-08T22:18:49.153555+00:00	404	https://api.github.com/repos/ipitchford/jc2/commits?per_page=1	None
sources/strinz-repos.json	514195	f689bcb1dd4a372930da5d304f97d1f3007fe89e015b476bab67535ff002c21a	2026-09-08T22:18:50.550750+00:00	200	https://api.github.com/users/wstrinz/repos?per_page=100&sort=updated	None
sources/palomar-zulip-search.html	9379	b620507312c5e97566a3c6cfaf99144fefc18a0da7d941401dfa0f5f58fb0368	2026-09-08T22:18:49.117257+00:00	404	https://leanprover-community.github.io/archive/search.html?q=Jacobian	None
sources/retry-gh-new.json	20481	520577a734a02cf9b3d3da1fe72b8eb5c3b46bc6f667c13e41373f4e24d1bc8c	2026-09-08T22:16:03.863026+00:00	200	https://api.github.com/search/repositories?q=jacobian+conjecture+created:%3E2026-09-01&sort=updated&per_page=100	None
sources/retry-zenodo-jc.json	207	8105c5098c3b8051ed4e35cc510a7c4af8dcca8edb46986c9a37ba5469c6985c	2026-09-08T22:16:04.024926+00:00	400	https://zenodo.org/api/records?q=%22Jacobian%20conjecture%22&sort=mostrecent&size=100	None
sources/retry-zenodo-plane.json	207	8105c5098c3b8051ed4e35cc510a7c4af8dcca8edb46986c9a37ba5469c6985c	2026-09-08T22:16:04.011778+00:00	400	https://zenodo.org/api/records?q=%22plane%20Jacobian%22%20OR%20%22Keller%20map%22&sort=mostrecent&size=100	None
sources/retry-palomar-recent.json	541966	2f1941678fbaa9648342038f4bb99042c5bfe2d900eae6160c07ffe366569004	2026-09-08T22:16:03.841548+00:00	200	https://data.palomar-registry.org/recent.json	None
sources/retry-palomar-14R15.json	7108	0671f1c3b2666cd538c4adf633a707c1462ee20da86c07378a3936107f7fc5e8	2026-09-08T22:16:03.828337+00:00	200	https://data.palomar-registry.org/subjects/msc/14R15.json	None
sources/retry-palomar-math-AG.json	18469	3ea80faefd550df4f64e01b4424f393db82d7f716ee2256928ecdb6973487f13	2026-09-08T22:16:03.893136+00:00	200	https://data.palomar-registry.org/subjects/arxiv/math.AG.json	None
sources/retry-mo-search.json	67	1f929062210c17b37ec4c9f145370409f26f9e17e4f86532752bbb8ff24d5696	2026-09-08T22:16:03.769112+00:00	200	https://api.stackexchange.com/2.3/search/advanced?site=mathoverflow&q=Jacobian&fromdate=1788767805&sort=activity&filter=withbody&pagesize=100	None
sources/retry-mse-search.json	67	1f929062210c17b37ec4c9f145370409f26f9e17e4f86532752bbb8ff24d5696	2026-09-08T22:16:03.776840+00:00	200	https://api.stackexchange.com/2.3/search/advanced?site=math&q=Jacobian%20conjecture&fromdate=1788767805&sort=activity&filter=withbody&pagesize=100	None
sources/retry-mo-513413.json	1115	75200fcc61f7afd7c6d4465453fb8b4861e204aaf907bc9e3aa3a6d7dade6913	2026-09-08T22:16:03.764191+00:00	200	https://api.stackexchange.com/2.3/questions/513413?site=mathoverflow&filter=withbody	None
sources/retry-mo-513413-answers.json	4965	7b64e8225fd93b003af93e6c57459c4c7c69fd91037513d317e1681cb7d3a21a	2026-09-08T22:16:03.736601+00:00	200	https://api.stackexchange.com/2.3/questions/513413/answers?site=mathoverflow&filter=withbody&pagesize=100	None
sources/retry-mo-user.json	672	c1827548bafccc205c5e8299fa5c02a2bc390709ffa4b00c1c6530b931f92a7b	2026-09-08T22:16:03.764028+00:00	200	https://api.stackexchange.com/2.3/users/595783?site=mathoverflow	None
sources/retry-mo-user-posts.json	1419	5c9075bb32a50eadd3a86ffec3fb24bf67051cdb94ed3fe4a7c42072168d8de0	2026-09-08T22:16:03.766626+00:00	200	https://api.stackexchange.com/2.3/users/595783/posts?site=mathoverflow&filter=withbody	None
sources/retry-masto-jc.json	32567	fae0af0d70fc61c355f7c3d3984a430df2850d524873e7510ca0b2949d6e1f48	2026-09-08T22:16:03.987078+00:00	200	https://mathstodon.xyz/api/v1/timelines/tag/jacobianconjecture?limit=40	None
