kind	key	coordinate	coefficient_exact
derivative-only	('g', 'F0', -5, 2)	p97	(129806535750/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p98	(-36137805750/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p99	(16757077500/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p100	(6971340000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p101	(401220000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p102	(-5180418000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p103	(-85050000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p104	(375387407625/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p105	(755395314000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p106	(-63632981250/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p107	(45482962500/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p108	(4703947500/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p109	(-3310650000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p110	(-8297415000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p111	(1205084936250/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p112	(2342488098750/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p113	(-214585301250/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p114	(148167562500/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p115	(40862241000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p116	(-3442527000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p117	(3811422596625/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p118	(7188361444500/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p119	(60122432250/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p120	(715678078500/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p121	(401372982000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p122	(20713843395000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p123	(24889431905250/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p124	(3381656838750/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p125	(1639082002500/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p126	(53716897906875/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p127	(40597702341000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p128	(-9692088230250/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p129	(-139226576304750/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p130	(16271306196750/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 2)	p131	(156383578395000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	constant	(-2174050125000000/1)*S^0+(-3654677812500000/1)*S^1+(-2081079000000000/1)*S^2+(-334459125000000/1)*S^3|0|0
derivative-only	('g', 'F0', -5, 7)	p64	(-3125000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p72	(-28125000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p81	(-140625000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p91	(-515625000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p100	(-1546875000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p108	(-4021875000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p115	(-9384375000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p121	(-20109375000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p126	(844593750000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p127	(844593750000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p128	(844593750000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p129	(10961843750000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p130	(1671312500000/1)*S^0|0|0
derivative-only	('g', 'F0', -5, 7)	p131	(-16074987500000/1)*S^0|0|0
