source_index|h_power|x_power|y_power|expr
10|0|0|1|-11*h_0_11*h_0_1*A3_1_3*B2_0_11+11*h_0_0*A3_1_3*B2_0_11+11*h_0_1*A3_1_2*B2_0_11+10*h_0_1*A3_1_3*B2_0_10-2*A3_1_0*B2_0_2-A3_1_1*B2_0_1
11|0|0|0|-11*h_0_11*h_0_0*A3_1_3*B2_0_11+11*h_0_0*A3_1_2*B2_0_11+10*h_0_0*A3_1_3*B2_0_10-A3_1_0*B2_0_1-c
12|1|0|11|2*h_0_11^3*A3_1_3-6*h_0_11*h_0_10*A3_1_3-2*h_0_11^2*A3_1_2+6*h_0_9*A3_1_3+4*h_0_10*A3_1_2+2*h_0_11*A3_1_1-24*A3_1_0
13|1|0|10|2*h_0_11^2*h_0_10*A3_1_3-4*h_0_10^2*A3_1_3-2*h_0_11*h_0_9*A3_1_3-2*h_0_11*h_0_10*A3_1_2+8*h_0_8*A3_1_3+6*h_0_9*A3_1_2+4*h_0_10*A3_1_1-22*h_0_11*A3_1_0
14|1|0|9|2*h_0_11^2*h_0_9*A3_1_3-4*h_0_10*h_0_9*A3_1_3-2*h_0_11*h_0_8*A3_1_3-2*h_0_11*h_0_9*A3_1_2+10*h_0_7*A3_1_3+8*h_0_8*A3_1_2+6*h_0_9*A3_1_1-20*h_0_10*A3_1_0
15|1|0|8|2*h_0_11^2*h_0_8*A3_1_3-4*h_0_10*h_0_8*A3_1_3-2*h_0_11*h_0_7*A3_1_3-2*h_0_11*h_0_8*A3_1_2+12*h_0_6*A3_1_3+10*h_0_7*A3_1_2+8*h_0_8*A3_1_1-18*h_0_9*A3_1_0
16|1|0|7|2*h_0_11^2*h_0_7*A3_1_3-4*h_0_10*h_0_7*A3_1_3-2*h_0_11*h_0_6*A3_1_3-2*h_0_11*h_0_7*A3_1_2+14*h_0_5*A3_1_3+12*h_0_6*A3_1_2+10*h_0_7*A3_1_1-16*h_0_8*A3_1_0
17|1|0|6|2*h_0_11^2*h_0_6*A3_1_3-4*h_0_10*h_0_6*A3_1_3-2*h_0_11*h_0_5*A3_1_3-2*h_0_11*h_0_6*A3_1_2+16*h_0_4*A3_1_3+14*h_0_5*A3_1_2+12*h_0_6*A3_1_1-14*h_0_7*A3_1_0
18|1|0|5|2*h_0_11^2*h_0_5*A3_1_3-4*h_0_10*h_0_5*A3_1_3-2*h_0_11*h_0_4*A3_1_3-2*h_0_11*h_0_5*A3_1_2+18*h_0_3*A3_1_3+16*h_0_4*A3_1_2+14*h_0_5*A3_1_1-12*h_0_6*A3_1_0
19|1|0|4|2*h_0_11^2*h_0_4*A3_1_3-4*h_0_10*h_0_4*A3_1_3-2*h_0_11*h_0_3*A3_1_3-2*h_0_11*h_0_4*A3_1_2+20*h_0_2*A3_1_3+18*h_0_3*A3_1_2+16*h_0_4*A3_1_1-10*h_0_5*A3_1_0
20|1|0|3|2*h_0_11^2*h_0_3*A3_1_3-4*h_0_10*h_0_3*A3_1_3-2*h_0_11*h_0_2*A3_1_3-2*h_0_11*h_0_3*A3_1_2+22*h_0_1*A3_1_3+20*h_0_2*A3_1_2+18*h_0_3*A3_1_1-8*h_0_4*A3_1_0
21|1|0|2|2*h_0_11^2*h_0_2*A3_1_3-4*h_0_10*h_0_2*A3_1_3-2*h_0_11*h_0_1*A3_1_3-2*h_0_11*h_0_2*A3_1_2+24*h_0_0*A3_1_3+22*h_0_1*A3_1_2+20*h_0_2*A3_1_1-6*h_0_3*A3_1_0
22|1|0|1|2*h_0_11^2*h_0_1*A3_1_3-4*h_0_10*h_0_1*A3_1_3-2*h_0_11*h_0_0*A3_1_3-2*h_0_11*h_0_1*A3_1_2+24*h_0_0*A3_1_2+22*h_0_1*A3_1_1-4*h_0_2*A3_1_0-11*A3_1_3*B2_0_11
23|1|0|0|2*h_0_11^2*h_0_0*A3_1_3-4*h_0_10*h_0_0*A3_1_3-2*h_0_11*h_0_0*A3_1_2+11*h_0_11*A3_1_3*B2_0_11+24*h_0_0*A3_1_1-2*h_0_1*A3_1_0-11*A3_1_2*B2_0_11-10*A3_1_3*B2_0_10
24|2|0|2|-24*A3_1_3
25|2|0|1|2*h_0_11*A3_1_3-24*A3_1_2
26|2|0|0|-2*h_0_11^2*A3_1_3+4*h_0_10*A3_1_3+2*h_0_11*A3_1_2-24*A3_1_1
